test_id,biomarker,variable,exposure_axis,matrix,analysis,exposure_variable,status,N,CRC_N,Control_N,beta,SE,OR,CI_low,CI_high,P,design_df,PSU_N,strata_N,message,fit_status,warning_message,analytic_n,t2d_cases,controls,cycle,direction,ci_excludes_1
NHANES_URXUMO,URXUMO,URXUMO,metal exposure axis,urine,Single_cycle_2013-2014,axis_log2,ok,1564,225,1339,0.142754108254312,0.07317438577497516,1.1534461439070065,0.9868735107276566,1.3481342770189098,0.07000831465715394,15,30,15,Newton-IRLS converged,ok,,1564,225,1339,2013-2014,same,False
NHANES_URXUMO,URXUMO,URXUMO,metal exposure axis,urine,Single_cycle_2015-2016,axis_log2,ok,1495,263,1232,0.18819638040464612,0.10647285500865904,1.2070705370761396,0.9619958540760125,1.514579585040658,0.09746656219120232,15,30,15,Newton-IRLS converged,ok,,1495,263,1232,2015-2016,same,False
NHANES_URXUMO,URXUMO,URXUMO,metal exposure axis,urine,Single_cycle_2017-2018,axis_log2,ok,1357,265,1092,0.2182471234151163,0.1436506936085287,1.2438944250782547,0.9158184961991866,1.6894978067840163,0.1494842644010947,15,30,15,Newton-IRLS converged,ok,,1357,265,1092,2017-2018,same,False
NHANES_URXUTU,URXUTU,URXUTU,metal exposure axis,urine,Single_cycle_1999-2000,axis_log2,ok,1076,135,941,-0.10722538676887441,0.05471237946457633,0.8983231800125957,0.798858240659365,1.0101723868828971,0.07023555864322881,14,27,13,Newton-IRLS converged,ok,,1076,135,941,1999-2000,discordant,False
NHANES_URXUTU,URXUTU,URXUTU,metal exposure axis,urine,Single_cycle_2001-2002,axis_log2,ok,1307,146,1161,0.11404670857140835,0.13459394477760092,1.1208044748373955,0.841277681082779,1.493208127426744,0.4101227822684346,15,30,15,Newton-IRLS converged,ok,,1307,146,1161,2001-2002,same,False
NHANES_URXUTU,URXUTU,URXUTU,metal exposure axis,urine,Single_cycle_2003-2004,axis_log2,ok,1379,185,1194,0.3459307880718648,0.08848956903228379,1.4133047948826318,1.1703697638643376,1.7066661365576499,0.0013945741297960806,15,30,15,Newton-IRLS converged,ok,,1379,185,1194,2003-2004,same,True
NHANES_URXUTU,URXUTU,URXUTU,metal exposure axis,urine,Single_cycle_2005-2006,axis_log2,ok,1366,160,1206,0.08031990043690983,0.13806123907628673,1.0836336671169071,0.8073882166575596,1.4543956677624885,0.5693623633407016,15,30,15,Newton-IRLS converged,ok,,1366,160,1206,2005-2006,same,False
NHANES_URXUTU,URXUTU,URXUTU,metal exposure axis,urine,Single_cycle_2007-2008,axis_log2,ok,1577,245,1332,0.06806091660658427,0.06304732024566143,1.070430513487186,0.9365115428214404,1.223499585229254,0.29636066322633325,16,32,16,Newton-IRLS converged,ok,,1577,245,1332,2007-2008,same,False
NHANES_URXUTU,URXUTU,URXUTU,metal exposure axis,urine,Single_cycle_2009-2010,axis_log2,ok,1727,263,1464,0.3417925954774359,0.1051371190969,1.407468351938175,1.1262706439222026,1.7588731202376948,0.0050112779325328614,16,31,15,Newton-IRLS converged,ok,,1727,263,1464,2009-2010,same,True
NHANES_URXUTU,URXUTU,URXUTU,metal exposure axis,urine,Single_cycle_2011-2012,axis_log2,ok,1417,223,1194,0.1556929877858117,0.13114072195609383,1.1684674142483538,0.8860430412345739,1.540913967630581,0.2514656829871178,17,31,14,Newton-IRLS converged,ok,,1417,223,1194,2011-2012,same,False
NHANES_URXUTU,URXUTU,URXUTU,metal exposure axis,urine,Single_cycle_2013-2014,axis_log2,ok,1564,225,1339,0.05546899633168846,0.07898971113636066,1.0570362445632717,0.8932457075017375,1.2508603320864562,0.4932891764412367,15,30,15,Newton-IRLS converged,ok,,1564,225,1339,2013-2014,same,False
NHANES_URXUTU,URXUTU,URXUTU,metal exposure axis,urine,Single_cycle_2015-2016,axis_log2,ok,1495,263,1232,0.07514524908324732,0.07305714101682115,1.0780407239401655,0.9225881418259502,1.259686473070542,0.31997770729109176,15,30,15,Newton-IRLS converged,ok,,1495,263,1232,2015-2016,same,False
NHANES_URXUTU,URXUTU,URXUTU,metal exposure axis,urine,Single_cycle_2017-2018,axis_log2,ok,1357,265,1092,0.1832520971518721,0.08289884019581813,1.201117168133905,1.00657894872016,1.4332531525921004,0.04301993164765576,15,30,15,Newton-IRLS converged,ok,,1357,265,1092,2017-2018,same,True
NHANES_URXUPB,URXUPB,URXUPB,metal exposure axis,urine,Single_cycle_1999-2000,axis_log2,ok,1132,140,992,0.16637845618675776,0.10364571108014978,1.1810199814744125,0.9456152688518423,1.4750271517245963,0.13074985009677217,14,27,13,Newton-IRLS converged,ok,,1132,140,992,1999-2000,discordant,False
NHANES_URXUPB,URXUPB,URXUPB,metal exposure axis,urine,Single_cycle_2001-2002,axis_log2,ok,1318,150,1168,-0.11953450845942898,0.13981081476043156,0.8873333867825334,0.6586689610026428,1.1953812702824504,0.40601514117111237,15,30,15,Newton-IRLS converged,ok,,1318,150,1168,2001-2002,same,False
NHANES_URXUPB,URXUPB,URXUPB,metal exposure axis,urine,Single_cycle_2003-2004,axis_log2,ok,1379,185,1194,0.012856745536855927,0.14409997280616957,1.0129397488257033,0.7450640612710793,1.3771257910368708,0.9300866449987989,15,30,15,Newton-IRLS converged,ok,,1379,185,1194,2003-2004,discordant,False
NHANES_URXUPB,URXUPB,URXUPB,metal exposure axis,urine,Single_cycle_2005-2006,axis_log2,ok,1366,160,1206,-0.23521481639479458,0.13967763275420184,0.7904010402885567,0.5868825036943951,1.0644955345517468,0.11287371595737275,15,30,15,Newton-IRLS converged,ok,,1366,160,1206,2005-2006,same,False
NHANES_URXUPB,URXUPB,URXUPB,metal exposure axis,urine,Single_cycle_2007-2008,axis_log2,ok,1577,245,1332,-0.2776417861377453,0.08541265314495439,0.7575681443265383,0.6320994610361212,0.9079417539094514,0.005014749039450235,16,32,16,Newton-IRLS converged,ok,,1577,245,1332,2007-2008,same,True
NHANES_URXUPB,URXUPB,URXUPB,metal exposure axis,urine,Single_cycle_2009-2010,axis_log2,ok,1728,263,1465,-0.05877591363759029,0.13740661914539784,0.942918040558455,0.7046423331908354,1.2617669835198595,0.6745335827452558,16,31,15,Newton-IRLS converged,ok,,1728,263,1465,2009-2010,same,False
NHANES_URXUPB,URXUPB,URXUPB,metal exposure axis,urine,Single_cycle_2011-2012,axis_log2,ok,1426,224,1202,-0.1818126779651846,0.14864139200756987,0.8337575069413058,0.609315792891498,1.1408724154057313,0.23795356494910336,17,31,14,Newton-IRLS converged,ok,,1426,224,1202,2011-2012,same,False
NHANES_URXUPB,URXUPB,URXUPB,metal exposure axis,urine,Single_cycle_2013-2014,axis_log2,ok,1564,225,1339,-0.22713618048881126,0.16904783957416178,0.7968122646176261,0.5557408884483012,1.1424564905019283,0.1990449966363942,15,30,15,Newton-IRLS converged,ok,,1564,225,1339,2013-2014,same,False
NHANES_URXUPB,URXUPB,URXUPB,metal exposure axis,urine,Single_cycle_2015-2016,axis_log2,ok,1496,263,1233,-0.3290497424614929,0.12555706149088042,0.7196072208223223,0.5506431699191473,0.9404176434907237,0.019286267913793526,15,30,15,Newton-IRLS converged,ok,,1496,263,1233,2015-2016,same,True
NHANES_URXUPB,URXUPB,URXUPB,metal exposure axis,urine,Single_cycle_2017-2018,axis_log2,ok,1357,265,1092,-0.29630605699581297,0.23686170191847883,0.7435598215064959,0.4488058797059101,1.2318938613751218,0.23010752057097944,15,30,15,Newton-IRLS converged,ok,,1357,265,1092,2017-2018,same,False
NHANES_URXMIB,URXMIB,URXMIB,phthalate exposure axis,urine,Single_cycle_2001-2002,axis_log2,ok,1413,154,1259,0.1933227064543154,0.1217514097274293,1.2132742617861871,0.9359583695403549,1.5727563129070872,0.13317237836148194,15,30,15,Newton-IRLS converged,ok,,1413,154,1259,2001-2002,same,False
NHANES_URXMIB,URXMIB,URXMIB,phthalate exposure axis,urine,Single_cycle_2003-2004,axis_log2,ok,1345,169,1176,0.14130248763044498,0.07816326055199121,1.1517729923804283,0.9750187683765695,1.3605697336326732,0.09073180244866855,15,30,15,Newton-IRLS converged,ok,,1345,169,1176,2003-2004,same,False
NHANES_URXMIB,URXMIB,URXMIB,phthalate exposure axis,urine,Single_cycle_2005-2006,axis_log2,ok,1300,143,1157,0.037010664233037706,0.1155390244675233,1.0377040870973593,0.8111884073717056,1.32747184574241,0.7531367801334118,15,30,15,Newton-IRLS converged,ok,,1300,143,1157,2005-2006,same,False
NHANES_URXMIB,URXMIB,URXMIB,phthalate exposure axis,urine,Single_cycle_2007-2008,axis_log2,ok,1542,249,1293,0.12822349338157998,0.10702998165124641,1.1368070431581014,0.9060417141449664,1.4263474111602472,0.24835730529923897,16,32,16,Newton-IRLS converged,ok,,1542,249,1293,2007-2008,same,False
NHANES_URXMIB,URXMIB,URXMIB,phthalate exposure axis,urine,Single_cycle_2009-2010,axis_log2,ok,1618,223,1395,0.03019833497290944,0.0982066442862298,1.030658929394305,0.8369504157678229,1.2692004313848075,0.7624308617119807,16,31,15,Newton-IRLS converged,ok,,1618,223,1395,2009-2010,same,False
NHANES_URXMIB,URXMIB,URXMIB,phthalate exposure axis,urine,Single_cycle_2011-2012,axis_log2,ok,1421,224,1197,0.005039771970411593,0.07117783529463943,1.0050524929825237,0.8649078290574735,1.1679053879662156,0.9443789607719341,17,31,14,Newton-IRLS converged,ok,,1421,224,1197,2011-2012,same,False
NHANES_URXMIB,URXMIB,URXMIB,phthalate exposure axis,urine,Single_cycle_2013-2014,axis_log2,ok,1556,269,1287,0.12909870487593988,0.1046137776631509,1.1378024252705374,0.9103917441902865,1.4220190013947733,0.23616993561811417,15,30,15,Newton-IRLS converged,ok,,1556,269,1287,2013-2014,same,False
NHANES_URXMIB,URXMIB,URXMIB,phthalate exposure axis,urine,Single_cycle_2015-2016,axis_log2,ok,1430,242,1188,0.09070745820352014,0.12175905624296075,1.094948640158414,0.8446644535380227,1.4193950267030988,0.4677995666848076,15,30,15,Newton-IRLS converged,ok,,1430,242,1188,2015-2016,same,False
NHANES_URXMIB,URXMIB,URXMIB,phthalate exposure axis,urine,Single_cycle_2017-2018,axis_log2,ok,1369,267,1102,0.11763059317998341,0.10007622681035203,1.1248285152851594,0.9087576473071268,1.3922734983830198,0.25815129697462913,15,30,15,Newton-IRLS converged,ok,,1369,267,1102,2017-2018,same,False
NHANES_URXUBA,URXUBA,URXUBA,metal exposure axis,urine,Single_cycle_1999-2000,axis_log2,ok,1014,115,899,-0.08122345877734481,0.08760708848788125,0.9219876421924571,0.7640500542456274,1.1125726745676376,0.3695655392221318,14,27,13,Newton-IRLS converged,ok,,1014,115,899,1999-2000,same,False
NHANES_URXUBA,URXUBA,URXUBA,metal exposure axis,urine,Single_cycle_2001-2002,axis_log2,ok,1318,150,1168,0.13190049973504459,0.04995503956936299,1.1409947843355968,1.0257497958822805,1.269187771820374,0.018544148540623438,15,30,15,Newton-IRLS converged,ok,,1318,150,1168,2001-2002,discordant,True
NHANES_URXUBA,URXUBA,URXUBA,metal exposure axis,urine,Single_cycle_2003-2004,axis_log2,ok,1379,185,1194,0.06505796991136298,0.08012405921297008,1.0672208892913806,0.899674345305597,1.2659696616702,0.4295092840312514,15,30,15,Newton-IRLS converged,ok,,1379,185,1194,2003-2004,discordant,False
NHANES_URXUBA,URXUBA,URXUBA,metal exposure axis,urine,Single_cycle_2005-2006,axis_log2,ok,1366,160,1206,-0.29444747282941314,0.07087399751795044,0.7449430750659156,0.6404963715869333,0.8664220590566476,0.0008473335264467884,15,30,15,Newton-IRLS converged,ok,,1366,160,1206,2005-2006,same,True
NHANES_URXUBA,URXUBA,URXUBA,metal exposure axis,urine,Single_cycle_2007-2008,axis_log2,ok,1577,245,1332,-0.060658308749622546,0.0767252408782893,0.9411447657733747,0.7998680091638254,1.1073745417929377,0.4407441952257116,16,32,16,Newton-IRLS converged,ok,,1577,245,1332,2007-2008,same,False
NHANES_URXUBA,URXUBA,URXUBA,metal exposure axis,urine,Single_cycle_2009-2010,axis_log2,ok,1728,263,1465,-0.17035550104177705,0.0691859850775175,0.8433649461804538,0.7283138307805206,0.976590588268399,0.025536778090678263,16,31,15,Newton-IRLS converged,ok,,1728,263,1465,2009-2010,same,True
NHANES_URXUBA,URXUBA,URXUBA,metal exposure axis,urine,Single_cycle_2011-2012,axis_log2,ok,1426,224,1202,-0.11398480719809825,0.07573477742762019,0.8922715118837539,0.760506043629417,1.0468666982839532,0.15066381299248008,17,31,14,Newton-IRLS converged,ok,,1426,224,1202,2011-2012,same,False
NHANES_URXUBA,URXUBA,URXUBA,metal exposure axis,urine,Single_cycle_2013-2014,axis_log2,ok,1564,225,1339,-0.20062358578128472,0.0942159449026587,0.8182203633740822,0.6693554003521025,1.0001929657814737,0.050193902657273214,15,30,15,Newton-IRLS converged,ok,,1564,225,1339,2013-2014,same,False
NHANES_URXUBA,URXUBA,URXUBA,metal exposure axis,urine,Single_cycle_2015-2016,axis_log2,ok,1496,263,1233,-0.04002122660832268,0.054316253859659235,0.9607690450676671,0.8557358120888368,1.0786940839919053,0.47260058631762697,15,30,15,Newton-IRLS converged,ok,,1496,263,1233,2015-2016,same,False
NHANES_URXUBA,URXUBA,URXUBA,metal exposure axis,urine,Single_cycle_2017-2018,axis_log2,ok,1357,265,1092,-0.050523600764668664,0.11800630796612553,0.9507314904173796,0.7393025093117951,1.2226258608437146,0.6746307333409232,15,30,15,Newton-IRLS converged,ok,,1357,265,1092,2017-2018,same,False
NHANES_URXP02,URXP02,URXP02,PAH exposure axis,urine,Single_cycle_2001-2002,axis_log2,ok,1397,152,1245,0.12255015298404702,0.09955802307636222,1.13037581037239,0.9142486029299298,1.3975952148903281,0.23729748080787863,15,30,15,Newton-IRLS converged,ok,,1397,152,1245,2001-2002,same,False
NHANES_URXP02,URXP02,URXP02,PAH exposure axis,urine,Single_cycle_2003-2004,axis_log2,ok,1329,166,1163,0.04465836993864229,0.08519126316230308,1.0456705663813344,0.8720377984081097,1.2538756179976291,0.607790345102455,15,30,15,Newton-IRLS converged,ok,,1329,166,1163,2003-2004,same,False
NHANES_URXP02,URXP02,URXP02,PAH exposure axis,urine,Single_cycle_2005-2006,axis_log2,ok,1247,134,1113,0.003233774676842246,0.09146002326024567,1.0032390089668233,0.8255473564001197,1.2191771935429914,0.9722611090909357,15,30,15,Newton-IRLS converged,ok,,1247,134,1113,2005-2006,same,False
NHANES_URXP02,URXP02,URXP02,PAH exposure axis,urine,Single_cycle_2007-2008,axis_log2,ok,1502,242,1260,0.15022089852599838,0.088253082172018,1.1620909185485677,0.9638040448195923,1.4011720642092098,0.10807127726567961,16,32,16,Newton-IRLS converged,ok,,1502,242,1260,2007-2008,same,False
NHANES_URXP02,URXP02,URXP02,PAH exposure axis,urine,Single_cycle_2009-2010,axis_log2,ok,1615,223,1392,0.12755755074112127,0.0825453649369965,1.1360502468935085,0.9536764597150684,1.3532998013313653,0.14182111111676235,16,31,15,Newton-IRLS converged,ok,,1615,223,1392,2009-2010,same,False
NHANES_URXP02,URXP02,URXP02,PAH exposure axis,urine,Single_cycle_2011-2012,axis_log2,ok,1422,224,1198,-0.024337307566805536,0.1227691953901324,0.9759564567335339,0.7532503257752401,1.2645079236568229,0.8452114603718397,17,31,14,Newton-IRLS converged,ok,,1422,224,1198,2011-2012,discordant,False
NHANES_URXP02,URXP02,URXP02,PAH exposure axis,urine,Single_cycle_2013-2014,axis_log2,ok,1551,223,1328,-0.0076204753809310955,0.06382294592711371,0.9924084868262937,0.8661857820743231,1.1370246719662118,0.9065427298241991,15,30,15,Newton-IRLS converged,ok,,1551,223,1328,2013-2014,discordant,False
NHANES_URXP02,URXP02,URXP02,PAH exposure axis,urine,Single_cycle_2015-2016,axis_log2,ok,1456,254,1202,0.16202846374210467,0.08215536123871736,1.1758937111799963,0.9870036478730664,1.4009330390747348,0.0673125178513187,15,30,15,Newton-IRLS converged,ok,,1456,254,1202,2015-2016,same,False
NHANES_URXUSN,URXUSN,URXUSN,metal exposure axis,urine,Single_cycle_2011-2012,axis_log2,ok,1426,224,1202,0.025679454402505845,0.10027202869917301,1.026012012123247,0.830376527250997,1.2677389286354372,0.8009485008980439,17,31,14,Newton-IRLS converged,ok,,1426,224,1202,2011-2012,same,False
NHANES_URXUSN,URXUSN,URXUSN,metal exposure axis,urine,Single_cycle_2013-2014,axis_log2,ok,1564,225,1339,0.1352372201635952,0.03773893572851798,1.1448083237605773,1.0563278306057093,1.2407001502554362,0.002716068973696757,15,30,15,Newton-IRLS converged,ok,,1564,225,1339,2013-2014,same,True
NHANES_URXUSN,URXUSN,URXUSN,metal exposure axis,urine,Single_cycle_2015-2016,axis_log2,ok,1495,263,1232,0.14461302238687784,0.09567534018534626,1.15559229538271,0.942410675673555,1.4169974806296148,0.1514408482485475,15,30,15,Newton-IRLS converged,ok,,1495,263,1232,2015-2016,same,False
NHANES_URXUSN,URXUSN,URXUSN,metal exposure axis,urine,Single_cycle_2017-2018,axis_log2,ok,1357,265,1092,0.12009356718753512,0.10387400630192795,1.1276023532244017,0.9036540893510943,1.4070506424756533,0.26570417950040687,15,30,15,Newton-IRLS converged,ok,,1357,265,1092,2017-2018,same,False
NHANES_URXMHH,URXMHH,URXMHH,DEHP-related exposure axis,urine,Single_cycle_2001-2002,axis_log2,ok,1413,154,1259,0.1663307418641192,0.06478302815699391,1.1809636312503409,1.0286517723663058,1.355828216897626,0.021440288723115,15,30,15,Newton-IRLS converged,ok,,1413,154,1259,2001-2002,same,True
NHANES_URXMHH,URXMHH,URXMHH,DEHP-related exposure axis,urine,Single_cycle_2003-2004,axis_log2,ok,1345,169,1176,0.018309130731687936,0.06743951786337264,1.0184777705094241,0.8821132772454642,1.1759226346314253,0.7897152951419955,15,30,15,Newton-IRLS converged,ok,,1345,169,1176,2003-2004,same,False
NHANES_URXMHH,URXMHH,URXMHH,DEHP-related exposure axis,urine,Single_cycle_2005-2006,axis_log2,ok,1300,143,1157,0.019660517332089008,0.045674084688059675,1.0198550581357129,0.9252498316005712,1.1241335086824527,0.6729873875236092,15,30,15,Newton-IRLS converged,ok,,1300,143,1157,2005-2006,same,False
NHANES_URXMHH,URXMHH,URXMHH,DEHP-related exposure axis,urine,Single_cycle_2007-2008,axis_log2,ok,1542,249,1293,0.05399098142080239,0.07729617724955118,1.0554750832265274,0.8959509647555783,1.2434024797506182,0.49489590683845236,16,32,16,Newton-IRLS converged,ok,,1542,249,1293,2007-2008,same,False
NHANES_URXMHH,URXMHH,URXMHH,DEHP-related exposure axis,urine,Single_cycle_2009-2010,axis_log2,ok,1618,223,1395,-0.0047933206117646695,0.063961102298763,0.9952181490162929,0.8690237704277876,1.1397377124032528,0.9411905058223086,16,31,15,Newton-IRLS converged,ok,,1618,223,1395,2009-2010,discordant,False
NHANES_URXMHH,URXMHH,URXMHH,DEHP-related exposure axis,urine,Single_cycle_2011-2012,axis_log2,ok,1421,224,1197,0.07959828524786097,0.08596478893683851,1.0828519826749545,0.9032358582489586,1.2981862994857822,0.36743587198195915,17,31,14,Newton-IRLS converged,ok,,1421,224,1197,2011-2012,same,False
NHANES_URXMHH,URXMHH,URXMHH,DEHP-related exposure axis,urine,Single_cycle_2013-2014,axis_log2,ok,1556,269,1287,0.22147706406394976,0.0926209857896576,1.2479186257107289,1.0243518857278706,1.520279230304914,0.030340978049380792,15,30,15,Newton-IRLS converged,ok,,1556,269,1287,2013-2014,same,True
NHANES_URXMHH,URXMHH,URXMHH,DEHP-related exposure axis,urine,Single_cycle_2015-2016,axis_log2,ok,1430,242,1188,0.1237522507703126,0.11680954108414143,1.1317354496776588,0.882301546023486,1.4516863693934843,0.306163748434076,15,30,15,Newton-IRLS converged,ok,,1430,242,1188,2015-2016,same,False
NHANES_URXMHH,URXMHH,URXMHH,DEHP-related exposure axis,urine,Single_cycle_2017-2018,axis_log2,ok,1369,267,1102,0.21940199443005667,0.09800084139346014,1.2453317925226686,1.0105736557212353,1.5346246804354873,0.04075668027995914,15,30,15,Newton-IRLS converged,ok,,1369,267,1102,2017-2018,same,True
NHANES_URXCOP,URXCOP,URXCOP,DINP-related exposure axis,urine,Single_cycle_2005-2006,axis_log2,ok,1300,143,1157,-0.03142970820168468,0.06113808984473254,0.9690590709645378,0.8506602536576956,1.1039371817136006,0.6146877665898812,15,30,15,Newton-IRLS converged,ok,,1300,143,1157,2005-2006,discordant,False
NHANES_URXCOP,URXCOP,URXCOP,DINP-related exposure axis,urine,Single_cycle_2007-2008,axis_log2,ok,1542,249,1293,0.11146317004223602,0.05951790339943625,1.1179125705745696,0.9853985022911921,1.2682468184626268,0.07949028408920845,16,32,16,Newton-IRLS converged,ok,,1542,249,1293,2007-2008,same,False
NHANES_URXCOP,URXCOP,URXCOP,DINP-related exposure axis,urine,Single_cycle_2009-2010,axis_log2,ok,1618,223,1395,0.05443820237880412,0.06698946557046559,1.055947219371115,0.9161518795568785,1.2170738880510745,0.42835202065315675,16,31,15,Newton-IRLS converged,ok,,1618,223,1395,2009-2010,same,False
NHANES_URXCOP,URXCOP,URXCOP,DINP-related exposure axis,urine,Single_cycle_2011-2012,axis_log2,ok,1421,224,1197,0.06415741593342936,0.0636112911040861,1.0662602319010368,0.9323465702150914,1.2194080167757453,0.3273145317277076,17,31,14,Newton-IRLS converged,ok,,1421,224,1197,2011-2012,same,False
NHANES_URXCOP,URXCOP,URXCOP,DINP-related exposure axis,urine,Single_cycle_2013-2014,axis_log2,ok,1556,269,1287,-0.017267654461245247,0.04195143474505939,0.9828805770542016,0.8988087342993166,1.0748162449750849,0.6864461444430349,15,30,15,Newton-IRLS converged,ok,,1556,269,1287,2013-2014,discordant,False
NHANES_URXCOP,URXCOP,URXCOP,DINP-related exposure axis,urine,Single_cycle_2015-2016,axis_log2,ok,1430,242,1188,0.10564995259291557,0.06893200558676131,1.1114327542511115,0.9595650794739593,1.2873361001209038,0.14617491379056755,15,30,15,Newton-IRLS converged,ok,,1430,242,1188,2015-2016,same,False
NHANES_URXCOP,URXCOP,URXCOP,DINP-related exposure axis,urine,Single_cycle_2017-2018,axis_log2,ok,1369,267,1102,-0.09853713376089847,0.08528150394911334,0.9061620427848702,0.7555492153802265,1.0867983594832,0.2659867904449905,15,30,15,Newton-IRLS converged,ok,,1369,267,1102,2017-2018,discordant,False
NHANES_URXMOH,URXMOH,URXMOH,DEHP-related exposure axis;phthalate exposure axis,urine,Single_cycle_2001-2002,axis_log2,ok,1413,154,1259,0.14920564829973407,0.07161126405309097,1.1609117041806865,0.9965757283134926,1.3523467877192317,0.05472092419657007,15,30,15,Newton-IRLS converged,ok,,1413,154,1259,2001-2002,same,False
