target_id,approved_symbol,overall_score,datasource_scores_json
ENSG00000141646,SMAD4,0.788342838269236,"[{""id"": ""cancer_gene_census"", ""score"": 0.9220938633749017}, {""id"": ""intogen"", ""score"": 0.8872811485390065}, {""id"": ""eva"", ""score"": 0.7447152270742359}, {""id"": ""genomics_england"", ""score"": 0.607930797611621}, {""id"": ""eva_somatic"", ""score"": 0.42555155832813474}, {""id"": ""uniprot_literature"", ""score"": 0.3039653988058105}, {""id"": ""europepmc"", ""score"": 0.9814112128305711}, {""id"": ""impc"", ""score"": 0.843788879461457}]"
ENSG00000138081,FBXO11,0.7870126404932762,"[{""id"": ""eva"", ""score"": 0.9695668416015408}, {""id"": ""cancer_gene_census"", ""score"": 0.8875130536484297}, {""id"": ""eva_somatic"", ""score"": 0.88166778820403}, {""id"": ""impc"", ""score"": 0.26669924091221814}, {""id"": ""europepmc"", ""score"": 0.22926252465596253}]"
ENSG00000149311,ATM,0.7830789997199984,"[{""id"": ""eva"", ""score"": 0.9057354580089144}, {""id"": ""cancer_gene_census"", ""score"": 0.8826395267823723}, {""id"": ""intogen"", ""score"": 0.7795145762390648}, {""id"": ""orphanet"", ""score"": 0.607930797611621}, {""id"": ""eva_somatic"", ""score"": 0.547137717850459}, {""id"": ""cancer_biomarkers"", ""score"": 0.7599134970145264}, {""id"": ""europepmc"", ""score"": 0.9444398916260129}, {""id"": ""impc"", ""score"": 0.25824900282541663}]"
ENSG00000132781,MUTYH,0.7825653800424608,"[{""id"": ""eva"", ""score"": 0.9035754978900217}, {""id"": ""genomics_england"", ""score"": 0.8274613634158176}, {""id"": ""cancer_gene_census"", ""score"": 0.8010754781028131}, {""id"": ""reactome"", ""score"": 0.7599134970145264}, {""id"": ""orphanet"", ""score"": 0.607930797611621}, {""id"": ""gene_burden"", ""score"": 0.5023317338814962}, {""id"": ""europepmc"", ""score"": 0.4779774638513957}, {""id"": ""clingen"", ""score"": 0.006079307976116211}]"
ENSG00000146648,EGFR,0.7731686555419235,"[{""id"": ""clinical_precedence"", ""score"": 0.977568002200313}, {""id"": ""cancer_gene_census"", ""score"": 0.6867270207705914}, {""id"": ""reactome"", ""score"": 0.607930797611621}, {""id"": ""cancer_biomarkers"", ""score"": 0.9285669064556789}, {""id"": ""intogen"", ""score"": 0.3731293880118311}, {""id"": ""crispr"", ""score"": 0.25229128100882275}, {""id"": ""europepmc"", ""score"": 0.993505132958591}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000066468,FGFR2,0.7719359143882553,"[{""id"": ""clinical_precedence"", ""score"": 0.9553703760804192}, {""id"": ""gwas_credible_sets"", ""score"": 0.7488533426273962}, {""id"": ""cancer_gene_census"", ""score"": 0.6758982534381345}, {""id"": ""eva"", ""score"": 0.547137717850459}, {""id"": ""cancer_biomarkers"", ""score"": 0.607930797611621}, {""id"": ""europepmc"", ""score"": 0.685664965892394}, {""id"": ""impc"", ""score"": 0.44593961527886944}, {""id"": ""expression_atlas"", ""score"": 0.034659578268228686}]"
ENSG00000177084,POLE,0.7717827192078209,"[{""id"": ""cancer_gene_census"", ""score"": 0.8765602188062561}, {""id"": ""eva"", ""score"": 0.8626426875029477}, {""id"": ""genomics_england"", ""score"": 0.8274613634158176}, {""id"": ""orphanet"", ""score"": 0.607930797611621}, {""id"": ""clingen"", ""score"": 0.607930797611621}, {""id"": ""clinical_precedence"", ""score"": 0.5000803131549926}, {""id"": ""cancer_biomarkers"", ""score"": 0.607930797611621}, {""id"": ""europepmc"", ""score"": 0.9457680056283875}]"
ENSG00000148737,TCF7L2,0.7620025324258961,"[{""id"": ""cancer_gene_census"", ""score"": 0.8930646439182859}, {""id"": ""intogen"", ""score"": 0.8586720591735034}, {""id"": ""gwas_credible_sets"", ""score"": 0.8164318843012884}, {""id"": ""reactome"", ""score"": 0.607930797611621}, {""id"": ""crispr"", ""score"": 0.25229128100882275}, {""id"": ""europepmc"", ""score"": 0.8932174945119826}, {""id"": ""impc"", ""score"": 0.47513991621941676}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000109670,FBXW7,0.7585144740194255,"[{""id"": ""cancer_gene_census"", ""score"": 0.9302840421760584}, {""id"": ""intogen"", ""score"": 0.9200823953962156}, {""id"": ""eva"", ""score"": 0.547137717850459}, {""id"": ""cancer_biomarkers"", ""score"": 0.607930797611621}, {""id"": ""europepmc"", ""score"": 0.9503943991971023}]"
ENSG00000062822,POLD1,0.7560794584090164,"[{""id"": ""cancer_gene_census"", ""score"": 0.8706260870481068}, {""id"": ""genomics_england"", ""score"": 0.8274613634158176}, {""id"": ""eva"", ""score"": 0.6677858304813512}, {""id"": ""orphanet"", ""score"": 0.607930797611621}, {""id"": ""uniprot_literature"", ""score"": 0.607930797611621}, {""id"": ""uniprot_variants"", ""score"": 0.607930797611621}, {""id"": ""clinical_precedence"", ""score"": 0.5000803131549926}, {""id"": ""europepmc"", ""score"": 0.8313120259625177}]"
ENSG00000037280,FLT4,0.7523611659895336,"[{""id"": ""clinical_precedence"", ""score"": 0.9706890473093175}, {""id"": ""cancer_gene_census"", ""score"": 0.8719559356678823}, {""id"": ""eva_somatic"", ""score"": 0.2911070381971191}, {""id"": ""eva"", ""score"": 0.19892846655180269}, {""id"": ""europepmc"", ""score"": 0.5150877604606044}]"
ENSG00000141736,ERBB2,0.7495296627528425,"[{""id"": ""cancer_gene_census"", ""score"": 0.8767053950242231}, {""id"": ""clinical_precedence"", ""score"": 0.8406765909942918}, {""id"": ""eva"", ""score"": 0.7447152270742359}, {""id"": ""intogen"", ""score"": 0.5590279359230808}, {""id"": ""cancer_biomarkers"", ""score"": 0.865457038266544}, {""id"": ""crispr"", ""score"": 0.25229128100882275}, {""id"": ""europepmc"", ""score"": 0.9903449050484592}]"
ENSG00000128052,KDR,0.7495054015360495,"[{""id"": ""clinical_precedence"", ""score"": 0.9714134517219869}, {""id"": ""cancer_gene_census"", ""score"": 0.874378746292623}, {""id"": ""eva_somatic"", ""score"": 0.28742892223085875}, {""id"": ""europepmc"", ""score"": 0.8574062907603051}, {""id"": ""expression_atlas"", ""score"": 0.02715117658656749}]"
ENSG00000068078,FGFR3,0.7483112045761271,"[{""id"": ""eva"", ""score"": 0.9044856868305629}, {""id"": ""clinical_precedence"", ""score"": 0.8166105545106096}, {""id"": ""eva_somatic"", ""score"": 0.6839221473130737}, {""id"": ""cancer_gene_census"", ""score"": 0.6819775614142507}, {""id"": ""europepmc"", ""score"": 0.4577296486033884}]"
ENSG00000139618,BRCA2,0.7476852835300443,"[{""id"": ""cancer_gene_census"", ""score"": 0.8902315606408103}, {""id"": ""eva"", ""score"": 0.856615046269482}, {""id"": ""gwas_credible_sets"", ""score"": 0.6361337110274566}, {""id"": ""orphanet"", ""score"": 0.607930797611621}, {""id"": ""crispr"", ""score"": 0.3012905116449784}, {""id"": ""europepmc"", ""score"": 0.8448361874114936}, {""id"": ""expression_atlas"", ""score"": 0.019071289386529442}]"
ENSG00000184675,AMER1,0.7457984218071938,"[{""id"": ""cancer_gene_census"", ""score"": 0.9073130219873082}, {""id"": ""intogen"", ""score"": 0.9013013911220419}, {""id"": ""eva"", ""score"": 0.7713121994697443}, {""id"": ""europepmc"", ""score"": 0.675363825673855}]"
ENSG00000198400,NTRK1,0.7408509727725444,"[{""id"": ""clinical_precedence"", ""score"": 0.9473683174939318}, {""id"": ""cancer_gene_census"", ""score"": 0.8706260870481068}, {""id"": ""cancer_biomarkers"", ""score"": 0.7599134970145264}, {""id"": ""europepmc"", ""score"": 0.9121071473413735}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000100393,EP300,0.7406709572645065,"[{""id"": ""cancer_gene_census"", ""score"": 0.9015667625191428}, {""id"": ""eva"", ""score"": 0.8518069749563192}, {""id"": ""eva_somatic"", ""score"": 0.6839221473130737}, {""id"": ""intogen"", ""score"": 0.3278212896274771}, {""id"": ""europepmc"", ""score"": 0.9185995869442457}]"
ENSG00000117713,ARID1A,0.7401432989173194,"[{""id"": ""cancer_gene_census"", ""score"": 0.8809271366743038}, {""id"": ""intogen"", ""score"": 0.8742013848776004}, {""id"": ""eva"", ""score"": 0.6839221473130737}, {""id"": ""eva_somatic"", ""score"": 0.547137717850459}, {""id"": ""europepmc"", ""score"": 0.9768231727185477}]"
ENSG00000213281,NRAS,0.7385973310339006,"[{""id"": ""eva"", ""score"": 0.8547834721131786}, {""id"": ""intogen"", ""score"": 0.8313423798161595}, {""id"": ""cancer_gene_census"", ""score"": 0.6964251798417591}, {""id"": ""genomics_england"", ""score"": 0.607930797611621}, {""id"": ""eva_somatic"", ""score"": 0.547137717850459}, {""id"": ""cancer_biomarkers"", ""score"": 0.8274613634158176}, {""id"": ""europepmc"", ""score"": 0.8729792122599113}]"
ENSG00000183765,CHEK2,0.735584580325983,"[{""id"": ""eva"", ""score"": 0.9186539530905301}, {""id"": ""cancer_gene_census"", ""score"": 0.8381820024672366}, {""id"": ""orphanet"", ""score"": 0.607930797611621}, {""id"": ""europepmc"", ""score"": 0.8603795351324611}, {""id"": ""clinical_precedence"", ""score"": 0.08274613634158175}, {""id"": ""clingen"", ""score"": 0.006079307976116211}]"
ENSG00000168646,AXIN2,0.7343528074370043,"[{""id"": ""eva"", ""score"": 0.872473535383842}, {""id"": ""cancer_gene_census"", ""score"": 0.8512297689057718}, {""id"": ""eva_somatic"", ""score"": 0.6839221473130737}, {""id"": ""uniprot_literature"", ""score"": 0.607930797611621}, {""id"": ""europepmc"", ""score"": 0.9149609101472215}, {""id"": ""expression_atlas"", ""score"": 0.2460450786798774}]"
ENSG00000157404,KIT,0.7304389507242317,"[{""id"": ""clinical_precedence"", ""score"": 0.9559565805474846}, {""id"": ""cancer_gene_census"", ""score"": 0.88467979591882}, {""id"": ""europepmc"", ""score"": 0.7774409856294253}, {""id"": ""impc"", ""score"": 0.5690890857342186}]"
ENSG00000154803,FLCN,0.7284494149415874,"[{""id"": ""eva"", ""score"": 0.9015313812257859}, {""id"": ""cancer_gene_census"", ""score"": 0.8559581195538624}, {""id"": ""eva_somatic"", ""score"": 0.6839221473130737}, {""id"": ""impc"", ""score"": 0.3534509657313965}, {""id"": ""europepmc"", ""score"": 0.28919703350183174}]"
ENSG00000165731,RET,0.7256684071477209,"[{""id"": ""clinical_precedence"", ""score"": 0.9491950673012436}, {""id"": ""cancer_gene_census"", ""score"": 0.6612513946521403}, {""id"": ""eva"", ""score"": 0.547137717850459}, {""id"": ""europepmc"", ""score"": 0.942303797751677}, {""id"": ""impc"", ""score"": 0.8237042884577415}]"
ENSG00000168036,CTNNB1,0.7197595648208474,"[{""id"": ""eva"", ""score"": 0.8540410256672779}, {""id"": ""cancer_gene_census"", ""score"": 0.6867270207705914}, {""id"": ""eva_somatic"", ""score"": 0.6839221473130737}, {""id"": ""intogen"", ""score"": 0.5626218010025901}, {""id"": ""gwas_credible_sets"", ""score"": 0.5125438982812781}, {""id"": ""crispr"", ""score"": 0.39233934042855584}, {""id"": ""uniprot_literature"", ""score"": 0.3039653988058105}, {""id"": ""cancer_biomarkers"", ""score"": 0.607930797611621}, {""id"": ""europepmc"", ""score"": 0.9483931525622575}, {""id"": ""clinical_precedence"", ""score"": 0.13678442946261474}, {""id"": ""impc"", ""score"": 0.6106723966391834}]"
ENSG00000163513,TGFBR2,0.7184600044244295,"[{""id"": ""cancer_gene_census"", ""score"": 0.9015667625191428}, {""id"": ""eva"", ""score"": 0.7433385045906027}, {""id"": ""eva_somatic"", ""score"": 0.6839221473130737}, {""id"": ""europepmc"", ""score"": 0.9073838572143247}, {""id"": ""intogen"", ""score"": 0.17692789495341799}]"
ENSG00000113721,PDGFRB,0.7180056445457124,"[{""id"": ""clinical_precedence"", ""score"": 0.9610481634855428}, {""id"": ""cancer_gene_census"", ""score"": 0.8132340940550455}, {""id"": ""europepmc"", ""score"": 0.7445864783416598}, {""id"": ""expression_atlas"", ""score"": 0.012936935788198907}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000077782,FGFR1,0.7177974420823982,"[{""id"": ""clinical_precedence"", ""score"": 0.9558665049307031}, {""id"": ""cancer_gene_census"", ""score"": 0.8278809528410398}, {""id"": ""europepmc"", ""score"": 0.732820857978373}, {""id"": ""expression_atlas"", ""score"": 0.12805092346369082}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000132155,RAF1,0.7151167333907309,"[{""id"": ""clinical_precedence"", ""score"": 0.9474989005307424}, {""id"": ""cancer_gene_census"", ""score"": 0.8390711529535394}, {""id"": ""europepmc"", ""score"": 0.8570716482123064}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000142208,AKT1,0.7030840856285392,"[{""id"": ""reactome"", ""score"": 0.865457038266544}, {""id"": ""cancer_gene_census"", ""score"": 0.6799959275784986}, {""id"": ""eva_somatic"", ""score"": 0.547137717850459}, {""id"": ""clinical_precedence"", ""score"": 0.48872888822567817}, {""id"": ""eva"", ""score"": 0.3056603440567077}, {""id"": ""uniprot_literature"", ""score"": 0.3039653988058105}, {""id"": ""intogen"", ""score"": 0.2919626169195252}, {""id"": ""europepmc"", ""score"": 0.9910272803851923}]"
ENSG00000134853,PDGFRA,0.7008361794306338,"[{""id"": ""clinical_precedence"", ""score"": 0.9599177200972736}, {""id"": ""cancer_gene_census"", ""score"": 0.6861993030643314}, {""id"": ""europepmc"", ""score"": 0.7380394446631505}, {""id"": ""impc"", ""score"": 0.39631008696301573}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000097007,ABL1,0.6896026812162237,"[{""id"": ""clinical_precedence"", ""score"": 0.947490817151587}, {""id"": ""cancer_gene_census"", ""score"": 0.6867270207705914}, {""id"": ""europepmc"", ""score"": 0.6827163563649578}]"
ENSG00000119684,MLH3,0.6836784502761637,"[{""id"": ""eva"", ""score"": 0.9029529284675251}, {""id"": ""uniprot_literature"", ""score"": 0.607930797611621}, {""id"": ""eva_somatic"", ""score"": 0.547137717850459}, {""id"": ""europepmc"", ""score"": 0.6901805542654434}, {""id"": ""clingen"", ""score"": 0.006079307976116211}]"
ENSG00000162733,DDR2,0.6827090455657352,"[{""id"": ""clinical_precedence"", ""score"": 0.9473176186990706}, {""id"": ""cancer_gene_census"", ""score"": 0.6696948779523016}, {""id"": ""europepmc"", ""score"": 0.2751844377226665}, {""id"": ""expression_atlas"", ""score"": 0.17183934607120985}]"
ENSG00000145675,PIK3R1,0.6820940857449304,"[{""id"": ""cancer_gene_census"", ""score"": 0.8840288244172203}, {""id"": ""intogen"", ""score"": 0.6525688004400232}, {""id"": ""eva"", ""score"": 0.547137717850459}, {""id"": ""clinical_precedence"", ""score"": 0.17153924246276725}, {""id"": ""europepmc"", ""score"": 0.41345882355977537}]"
ENSG00000166949,SMAD3,0.6790039078259967,"[{""id"": ""cancer_gene_census"", ""score"": 0.874196043482211}, {""id"": ""gwas_credible_sets"", ""score"": 0.6427700258034758}, {""id"": ""intogen"", ""score"": 0.4892915264209577}, {""id"": ""uniprot_literature"", ""score"": 0.3039653988058105}, {""id"": ""europepmc"", ""score"": 0.8985316438812908}, {""id"": ""impc"", ""score"": 0.26451069004081634}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000087460,GNAS,0.6711863564618292,"[{""id"": ""cancer_gene_census"", ""score"": 0.9102202149840498}, {""id"": ""intogen"", ""score"": 0.607930797611621}, {""id"": ""uniprot_literature"", ""score"": 0.3039653988058105}, {""id"": ""europepmc"", ""score"": 0.6458994824163823}]"
ENSG00000175387,SMAD2,0.6693487133723387,"[{""id"": ""cancer_gene_census"", ""score"": 0.8888429022682052}, {""id"": ""intogen"", ""score"": 0.7759372541379242}, {""id"": ""europepmc"", ""score"": 0.8190266386881213}]"
ENSG00000186174,BCL9L,0.6627396511078371,"[{""id"": ""cancer_gene_census"", ""score"": 0.874196043482211}, {""id"": ""intogen"", ""score"": 0.7952151324456155}, {""id"": ""europepmc"", ""score"": 0.7720459020634836}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000083093,PALB2,0.6605468235222858,"[{""id"": ""cancer_gene_census"", ""score"": 0.8657525601820495}, {""id"": ""eva"", ""score"": 0.8383857979073969}, {""id"": ""europepmc"", ""score"": 0.44878938157876386}, {""id"": ""expression_atlas"", ""score"": 0.09818082381427679}]"
ENSG00000167548,KMT2D,0.6531055580782871,"[{""id"": ""cancer_gene_census"", ""score"": 0.9100828339282878}, {""id"": ""intogen"", ""score"": 0.607930797611621}, {""id"": ""europepmc"", ""score"": 0.5509582819555169}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000065361,ERBB3,0.6469705523401362,"[{""id"": ""cancer_gene_census"", ""score"": 0.8424623794180129}, {""id"": ""intogen"", ""score"": 0.6744530765238006}, {""id"": ""cancer_biomarkers"", ""score"": 0.607930797611621}, {""id"": ""clinical_precedence"", ""score"": 0.1894781689810968}, {""id"": ""europepmc"", ""score"": 0.940683100976437}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000108375,RNF43,0.6456449053086455,"[{""id"": ""cancer_gene_census"", ""score"": 0.8930646439182859}, {""id"": ""intogen"", ""score"": 0.4743431273749223}, {""id"": ""cancer_biomarkers"", ""score"": 0.607930797611621}, {""id"": ""europepmc"", ""score"": 0.9222038711746868}, {""id"": ""impc"", ""score"": 0.5102363184354336}, {""id"": ""expression_atlas"", ""score"": 0.1805481922677085}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000176890,TYMS,0.6455874535151104,"[{""id"": ""clinical_precedence"", ""score"": 0.9778367065243943}, {""id"": ""crispr"", ""score"": 0.25229128100882275}, {""id"": ""europepmc"", ""score"": 0.9464765759079906}]"
ENSG00000125398,SOX9,0.6433493258763318,"[{""id"": ""intogen"", ""score"": 0.8603126807563736}, {""id"": ""eva"", ""score"": 0.547137717850459}, {""id"": ""gwas_credible_sets"", ""score"": 0.43055749435986884}, {""id"": ""europepmc"", ""score"": 0.9713734854500422}, {""id"": ""expression_atlas"", ""score"": 0.14772364676042524}]"
ENSG00000160867,FGFR4,0.6423918548491311,"[{""id"": ""cancer_gene_census"", ""score"": 0.8390711529535394}, {""id"": ""clinical_precedence"", ""score"": 0.7868672046485998}, {""id"": ""europepmc"", ""score"": 0.9404040737271913}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000133030,MPRIP,0.6422720681723765,"[{""id"": ""eva"", ""score"": 0.8849345694326518}, {""id"": ""eva_somatic"", ""score"": 0.547137717850459}, {""id"": ""gwas_credible_sets"", ""score"": 0.29890764782193874}, {""id"": ""europepmc"", ""score"": 0.12462581351038234}]"
ENSG00000198900,TOP1,0.6414883889507185,"[{""id"": ""clinical_precedence"", ""score"": 0.9257395263495841}, {""id"": ""cancer_gene_census"", ""score"": 0.4461312565023853}, {""id"": ""europepmc"", ""score"": 0.806730711553655}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000121989,ACVR2A,0.6409395609372494,"[{""id"": ""cancer_gene_census"", ""score"": 0.8826395267823723}, {""id"": ""intogen"", ""score"": 0.6094154508833857}, {""id"": ""europepmc"", ""score"": 0.8686583869344859}]"
ENSG00000012048,BRCA1,0.6401515031936261,"[{""id"": ""eva"", ""score"": 0.8290063772630923}, {""id"": ""cancer_gene_census"", ""score"": 0.8132340940550455}, {""id"": ""europepmc"", ""score"": 0.9308570979343047}]"
ENSG00000087088,BAX,0.6334965101972978,"[{""id"": ""cancer_gene_census"", ""score"": 0.8559581195538624}, {""id"": ""eva_somatic"", ""score"": 0.6839221473130737}, {""id"": ""europepmc"", ""score"": 0.6801749791853501}]"
ENSG00000112715,VEGFA,0.6294279571041025,"[{""id"": ""clinical_precedence"", ""score"": 0.9848657097548371}, {""id"": ""europepmc"", ""score"": 0.9905448030642884}, {""id"": ""expression_atlas"", ""score"": 0.04357102999864757}]"
ENSG00000102755,FLT1,0.6291699377825603,"[{""id"": ""clinical_precedence"", ""score"": 0.9701810512806914}, {""id"": ""eva_somatic"", ""score"": 0.18237923928348632}, {""id"": ""europepmc"", ""score"": 0.8622410276627996}]"
ENSG00000055609,KMT2C,0.629138586875359,"[{""id"": ""cancer_gene_census"", ""score"": 0.846033149566494}, {""id"": ""intogen"", ""score"": 0.7302146995194181}, {""id"": ""europepmc"", ""score"": 0.28342703336760267}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000111252,SH2B3,0.6288922332776621,"[{""id"": ""gwas_credible_sets"", ""score"": 0.8241314554958937}, {""id"": ""cancer_gene_census"", ""score"": 0.8132340940550455}, {""id"": ""europepmc"", ""score"": 0.3167995947369737}]"
ENSG00000196159,FAT4,0.6241459319214713,"[{""id"": ""cancer_gene_census"", ""score"": 0.9141673689747409}, {""id"": ""intogen"", ""score"": 0.3721500592128829}, {""id"": ""europepmc"", ""score"": 0.8760501403334335}, {""id"": ""eva"", ""score"": 0}]"
