test_id,outcome_id,matrix,cycles,sensitivity,status,reason,N,cases,controls,beta_interaction,se_interaction,p_interaction,design_df
NHANES_LBXPFDE,obesity,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2005-2006,ok,,10408.0,3949.0,6459.0,-0.06257589545631849,0.055032972884067714,0.2580059089455943,109.0
NHANES_LBXPFDE,obesity,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2007-2008,ok,,10246.0,3858.0,6388.0,-0.12118487312092678,0.062176870928917966,0.05388492919834419,108.0
NHANES_LBXPFDE,obesity,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2009-2010,ok,,10134.0,3777.0,6357.0,-0.0919288199494783,0.06318587296059806,0.14859866077178263,108.0
NHANES_LBXPFDE,obesity,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2011-2012,ok,,10415.0,3939.0,6476.0,-0.11497588996682105,0.061133002248759526,0.06272481885822284,107.0
NHANES_LBXPFDE,obesity,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2013-2014,ok,,10211.0,3831.0,6380.0,-0.0739270610258167,0.06274473464320882,0.24127502972783335,109.0
NHANES_LBXPFDE,obesity,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2015-2016,ok,,10341.0,3814.0,6527.0,-0.14507338565353894,0.06431676144145124,0.026091792156831495,109.0
NHANES_LBXPFDE,obesity,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2017-2018,ok,,10418.0,3844.0,6574.0,-0.10186168865399041,0.060943549748551526,0.09750926667523543,109.0
NHANES_LBXPFDE,obesity,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,winsorize_cycle_1_99pct,ok,,11803.0,4429.0,7374.0,-0.10703671412601576,0.05803360057452945,0.06751267999533991,124.0
NHANES_LBXPFDE,obesity,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,delete_cycle_upper_1pct,ok,,11684.0,4399.0,7285.0,-0.11886422296546838,0.05831211194958019,0.04363500075036656,124.0
NHANES_LBXPFDE,obesity,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,above_LOD_only,ok,,8920.0,3273.0,5647.0,-0.09152855079049696,0.07150612165398737,0.20293111518760215,124.0
NHANES_LBXPFDE,hypertension,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,urinary_creatinine_sex_specific,not_applicable,non-urine exposure,,,,,,,
NHANES_LBXPFDE,hypertension,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2003-2004,ok,,10559.0,3746.0,6813.0,0.03976976273082318,0.04827897731103354,0.4118809226788191,109.0
NHANES_LBXPFDE,hypertension,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2005-2006,ok,,10507.0,3828.0,6679.0,0.020716889931563103,0.05017861991727736,0.6805180749115699,109.0
NHANES_LBXPFDE,hypertension,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2007-2008,ok,,10348.0,3695.0,6653.0,0.05404574884526721,0.04740916624724571,0.2568143608876549,108.0
NHANES_LBXPFDE,hypertension,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2009-2010,ok,,10245.0,3650.0,6595.0,0.05599190294421441,0.04901805999411527,0.2558675283845913,108.0
NHANES_LBXPFDE,hypertension,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2011-2012,ok,,10517.0,3762.0,6755.0,0.05756488511802844,0.04784028866180936,0.23152658019793104,107.0
NHANES_LBXPFDE,hypertension,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2013-2014,ok,,10313.0,3641.0,6672.0,0.06236768436666008,0.050077496399976495,0.21564678734931852,109.0
NHANES_LBXPFDE,hypertension,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2015-2016,ok,,10451.0,3695.0,6756.0,0.07090829230779944,0.04675869185003702,0.1322946486518899,109.0
NHANES_LBXPFDE,hypertension,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2017-2018,ok,,10528.0,3747.0,6781.0,0.07316071191780656,0.046259308079466654,0.11665324687598737,109.0
NHANES_LBXPFDE,hypertension,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,winsorize_cycle_1_99pct,ok,,11924.0,4252.0,7672.0,0.05196726340861262,0.0459473897064015,0.26023080990997804,124.0
NHANES_LBXPFDE,hypertension,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,delete_cycle_upper_1pct,ok,,11805.0,4199.0,7606.0,0.03937355451182836,0.049997111184681635,0.43248224947923697,124.0
NHANES_LBXPFDE,hypertension,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,above_LOD_only,ok,,8994.0,3176.0,5818.0,0.1882766263961423,0.05520987544910736,0.0008766086923162748,124.0
NHANES_LBXPFDE,congestive_heart_failure,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,urinary_creatinine_sex_specific,not_applicable,non-urine exposure,,,,,,,
NHANES_LBXPFDE,congestive_heart_failure,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2003-2004,ok,,10549.0,340.0,10209.0,-0.07106671195235724,0.12138807556096018,0.5594549734385557,109.0
NHANES_LBXPFDE,congestive_heart_failure,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2005-2006,ok,,10506.0,347.0,10159.0,-0.11168102918958428,0.12360915761510737,0.3682523621495403,109.0
NHANES_LBXPFDE,congestive_heart_failure,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2007-2008,ok,,10351.0,339.0,10012.0,-0.1697390384379528,0.11626784886736831,0.14722126538951813,108.0
NHANES_LBXPFDE,congestive_heart_failure,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2009-2010,ok,,10244.0,361.0,9883.0,-0.1786202338258903,0.12316571642495788,0.14988875687021236,108.0
NHANES_LBXPFDE,congestive_heart_failure,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2011-2012,ok,,10519.0,355.0,10164.0,-0.17991946707838977,0.12893907467482577,0.1657894864423057,107.0
NHANES_LBXPFDE,congestive_heart_failure,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2013-2014,ok,,10312.0,349.0,9963.0,-0.061177474700193,0.12092683898261393,0.6139450665090851,109.0
NHANES_LBXPFDE,congestive_heart_failure,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2015-2016,ok,,10451.0,340.0,10111.0,-0.2263717365945874,0.1300935195643326,0.08466927293612939,109.0
NHANES_LBXPFDE,congestive_heart_failure,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2017-2018,ok,,10529.0,348.0,10181.0,-0.15406282577366087,0.13035212010457156,0.23981847059648867,109.0
NHANES_LBXPFDE,congestive_heart_failure,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,winsorize_cycle_1_99pct,ok,,11923.0,397.0,11526.0,-0.14213805207725233,0.11723483807805628,0.22765597183572236,124.0
NHANES_LBXPFDE,congestive_heart_failure,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,delete_cycle_upper_1pct,ok,,11805.0,393.0,11412.0,-0.15190290407822093,0.1203188277176174,0.20913694836661947,124.0
NHANES_LBXPFDE,congestive_heart_failure,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,above_LOD_only,ok,,8991.0,266.0,8725.0,-0.18522964173524548,0.14603887155060827,0.20704605426004755,124.0
NHANES_LBXPFDE,coronary_heart_disease,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,urinary_creatinine_sex_specific,not_applicable,non-urine exposure,,,,,,,
NHANES_LBXPFDE,coronary_heart_disease,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2003-2004,ok,,10544.0,421.0,10123.0,-0.07036766595612015,0.11201109710146948,0.5311736172994879,109.0
NHANES_LBXPFDE,coronary_heart_disease,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2005-2006,ok,,10502.0,439.0,10063.0,-0.006597315284778238,0.11412564571373901,0.9540078262509334,109.0
NHANES_LBXPFDE,coronary_heart_disease,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2007-2008,ok,,10347.0,432.0,9915.0,-0.030309952982829007,0.10724843416948844,0.7780133598144249,108.0
NHANES_LBXPFDE,coronary_heart_disease,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2009-2010,ok,,10240.0,428.0,9812.0,-0.043974656365403285,0.11558015664798876,0.7043446515656635,108.0
NHANES_LBXPFDE,coronary_heart_disease,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2011-2012,ok,,10512.0,453.0,10059.0,-0.07004811526372122,0.11024213985443149,0.5265225876318942,107.0
NHANES_LBXPFDE,coronary_heart_disease,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2013-2014,ok,,10309.0,436.0,9873.0,-0.00694575841394408,0.11742285729582234,0.9529396128461485,109.0
NHANES_LBXPFDE,coronary_heart_disease,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2015-2016,ok,,10448.0,439.0,10009.0,-0.02400516069708098,0.1136267351095163,0.8330762912104238,109.0
NHANES_LBXPFDE,coronary_heart_disease,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2017-2018,ok,,10517.0,438.0,10079.0,-0.041762978671961305,0.1129934338367499,0.7123936533068045,109.0
NHANES_LBXPFDE,coronary_heart_disease,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,winsorize_cycle_1_99pct,ok,,11917.0,498.0,11419.0,-0.038255252709688256,0.10685391276823195,0.720941158477641,124.0
NHANES_LBXPFDE,coronary_heart_disease,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,delete_cycle_upper_1pct,ok,,11799.0,489.0,11310.0,-0.06793345762286426,0.11158134285666854,0.5437545059109594,124.0
NHANES_LBXPFDE,coronary_heart_disease,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,above_LOD_only,ok,,8989.0,364.0,8625.0,-0.004342537217809153,0.13558777203651645,0.9745016157448686,124.0
NHANES_LBXPFDE,myocardial_infarction,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,urinary_creatinine_sex_specific,not_applicable,non-urine exposure,,,,,,,
NHANES_LBXPFDE,myocardial_infarction,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2003-2004,ok,,10559.0,482.0,10077.0,-0.1629844557427779,0.10524689195346668,0.12437856854687075,109.0
NHANES_LBXPFDE,myocardial_infarction,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2005-2006,ok,,10519.0,494.0,10025.0,-0.14757251070862704,0.11212159512839512,0.1908738676766382,109.0
NHANES_LBXPFDE,myocardial_infarction,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2007-2008,ok,,10365.0,494.0,9871.0,-0.16123990895125123,0.10250215989532534,0.1186348162827641,108.0
NHANES_LBXPFDE,myocardial_infarction,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2009-2010,ok,,10259.0,490.0,9769.0,-0.15762769423523504,0.09776912528288932,0.10982736812384447,108.0
NHANES_LBXPFDE,myocardial_infarction,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2011-2012,ok,,10529.0,518.0,10011.0,-0.22559356556660315,0.10305473028295344,0.030764991053791428,107.0
NHANES_LBXPFDE,myocardial_infarction,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2013-2014,ok,,10326.0,491.0,9835.0,-0.08966767720012112,0.0955728148224738,0.35020915444953393,109.0
NHANES_LBXPFDE,myocardial_infarction,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2015-2016,ok,,10466.0,497.0,9969.0,-0.1830771785461653,0.11005754969351826,0.09909151898078472,109.0
NHANES_LBXPFDE,myocardial_infarction,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2017-2018,ok,,10536.0,496.0,10040.0,-0.19514778029978327,0.10741710690500048,0.07200651923126004,109.0
NHANES_LBXPFDE,myocardial_infarction,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,winsorize_cycle_1_99pct,ok,,11937.0,566.0,11371.0,-0.163069505119703,0.098249249154179,0.0994910942831541,124.0
NHANES_LBXPFDE,myocardial_infarction,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,delete_cycle_upper_1pct,ok,,11818.0,557.0,11261.0,-0.14192004331305236,0.10670754352693346,0.18596249688292452,124.0
NHANES_LBXPFDE,myocardial_infarction,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,above_LOD_only,ok,,9000.0,415.0,8585.0,-0.17004484359387828,0.11755716857792356,0.15056388247458,124.0
NHANES_LBXPFDE,stroke,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,urinary_creatinine_sex_specific,not_applicable,non-urine exposure,,,,,,,
NHANES_LBXPFDE,stroke,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2003-2004,ok,,10559.0,404.0,10155.0,-0.25994628453283647,0.11160339034890368,0.02169184127370644,109.0
NHANES_LBXPFDE,stroke,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2005-2006,ok,,10519.0,407.0,10112.0,-0.2384417998595142,0.1173220136079004,0.04454737493706249,109.0
NHANES_LBXPFDE,stroke,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2007-2008,ok,,10367.0,405.0,9962.0,-0.18431135292878884,0.11396541107422152,0.10874000742345598,108.0
NHANES_LBXPFDE,stroke,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2009-2010,ok,,10253.0,413.0,9840.0,-0.25407839945748417,0.11655777117989716,0.03143994508385893,108.0
NHANES_LBXPFDE,stroke,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2011-2012,ok,,10529.0,424.0,10105.0,-0.1743407467172114,0.11171905233480672,0.12158799138536895,107.0
NHANES_LBXPFDE,stroke,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2013-2014,ok,,10325.0,406.0,9919.0,-0.18105728043997882,0.11877388019142272,0.13030847105824117,109.0
NHANES_LBXPFDE,stroke,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2015-2016,ok,,10464.0,420.0,10044.0,-0.24737965900533956,0.10892677838713549,0.025107654608466715,109.0
NHANES_LBXPFDE,stroke,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2017-2018,ok,,10536.0,397.0,10139.0,-0.12701831357596322,0.11109108352156016,0.255389587097014,109.0
NHANES_LBXPFDE,stroke,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,winsorize_cycle_1_99pct,ok,,11936.0,468.0,11468.0,-0.21438379183790096,0.11023158221453809,0.05405692995735215,124.0
NHANES_LBXPFDE,stroke,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,delete_cycle_upper_1pct,ok,,11817.0,460.0,11357.0,-0.1967488416104133,0.1198731848907774,0.10326747120982978,124.0
NHANES_LBXPFDE,stroke,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,above_LOD_only,ok,,9004.0,344.0,8660.0,-0.11080868916501484,0.12183529387865119,0.36485288658150516,124.0
NHANES_LBXPFDE,asthma,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,urinary_creatinine_sex_specific,not_applicable,non-urine exposure,,,,,,,
NHANES_LBXPFDE,asthma,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2003-2004,ok,,10566.0,1516.0,9050.0,-0.11035921562804522,0.07580051193514861,0.1482900164324515,109.0
NHANES_LBXPFDE,asthma,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2005-2006,ok,,10528.0,1505.0,9023.0,-0.03876577359716518,0.07941171191483773,0.626415735217995,109.0
NHANES_LBXPFDE,asthma,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2007-2008,ok,,10369.0,1470.0,8899.0,-0.07361998387808757,0.07889067710440403,0.3528035500892275,108.0
NHANES_LBXPFDE,asthma,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2009-2010,ok,,10263.0,1449.0,8814.0,-0.0996396487512689,0.07906277373957792,0.21029180021299812,108.0
NHANES_LBXPFDE,asthma,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2011-2012,ok,,10538.0,1486.0,9052.0,-0.04198227343651508,0.07626831682401897,0.5831547293450724,107.0
NHANES_LBXPFDE,asthma,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2013-2014,ok,,10335.0,1429.0,8906.0,-0.08339905383904449,0.08307155495508,0.317629908607051,109.0
NHANES_LBXPFDE,asthma,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2015-2016,ok,,10472.0,1475.0,8997.0,-0.11935061993075184,0.07568030781844037,0.11768502189208496,109.0
NHANES_LBXPFDE,asthma,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2017-2018,ok,,10544.0,1472.0,9072.0,-0.09188643122608489,0.07795237942548923,0.24106417083809167,109.0
NHANES_LBXPFDE,asthma,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,winsorize_cycle_1_99pct,ok,,11945.0,1686.0,10259.0,-0.0858970954812334,0.07431446762652967,0.2499607849159699,124.0
NHANES_LBXPFDE,asthma,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,delete_cycle_upper_1pct,ok,,11826.0,1677.0,10149.0,-0.1041639010314818,0.0777746703419776,0.18292156641049015,124.0
NHANES_LBXPFDE,asthma,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,above_LOD_only,ok,,9003.0,1224.0,7779.0,-0.08152404643318416,0.0843798138245604,0.3358467789498091,124.0
NHANES_LBXPFDE,chronic_bronchitis,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,urinary_creatinine_sex_specific,not_applicable,non-urine exposure,,,,,,,
NHANES_LBXPFDE,chronic_bronchitis,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2003-2004,ok,,10553.0,626.0,9927.0,0.0736153753179336,0.09523152198508315,0.4411867193199746,109.0
NHANES_LBXPFDE,chronic_bronchitis,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2005-2006,ok,,10512.0,634.0,9878.0,0.22188425563992378,0.11030581098317152,0.04673618765255766,109.0
NHANES_LBXPFDE,chronic_bronchitis,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2007-2008,ok,,10353.0,603.0,9750.0,0.08460937088213083,0.10411374154139236,0.4181991681745659,108.0
NHANES_LBXPFDE,chronic_bronchitis,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2009-2010,ok,,10252.0,640.0,9612.0,0.10248976542878051,0.10248481936718709,0.31952253585548485,108.0
NHANES_LBXPFDE,chronic_bronchitis,serum_or_blood,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,LOCO:2011-2012,ok,,10525.0,647.0,9878.0,0.04241123843252704,0.09259396185019197,0.647856419143026,107.0
