analysis_category,category,term,description,reduced_rank,fdr,fdr_numeric,p_value,gene_symbol,string_id,hub_rank,degree,membership_basis
GO_BP,Process,GO:0009894,Regulation of catabolic process,8.0,6.69e-10,6.69e-10,9.18e-12,IL1B,9606.ENSP00000263341,6,29,significant nonredundant STRING representative terms
GO_BP,Process,GO:0009894,Regulation of catabolic process,8.0,6.69e-10,6.69e-10,9.18e-12,IFNG,9606.ENSP00000229135,9,20,significant nonredundant STRING representative terms
GO_BP,Process,GO:0009894,Regulation of catabolic process,8.0,6.69e-10,6.69e-10,9.18e-12,SIRT1,9606.ENSP00000212015,10,19,significant nonredundant STRING representative terms
GO_BP,Process,GO:0009894,Regulation of catabolic process,8.0,6.69e-10,6.69e-10,9.18e-12,IL4,9606.ENSP00000231449,11,18,significant nonredundant STRING representative terms
GO_BP,Process,GO:0009894,Regulation of catabolic process,8.0,6.69e-10,6.69e-10,9.18e-12,RELA,9606.ENSP00000384273,12,17,significant nonredundant STRING representative terms
GO_BP,Process,GO:0009894,Regulation of catabolic process,8.0,6.69e-10,6.69e-10,9.18e-12,PPARA,9606.ENSP00000385523,16,16,significant nonredundant STRING representative terms
GO_BP,Process,GO:0009894,Regulation of catabolic process,8.0,6.69e-10,6.69e-10,9.18e-12,SREBF1,9606.ENSP00000348069,19,14,significant nonredundant STRING representative terms
GO_BP,Process,GO:0050708,Regulation of protein secretion,9.0,2.39e-08,2.39e-08,4.53e-10,IL6,9606.ENSP00000385675,1,38,significant nonredundant STRING representative terms
GO_BP,Process,GO:0050708,Regulation of protein secretion,9.0,2.39e-08,2.39e-08,4.53e-10,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
GO_BP,Process,GO:0050708,Regulation of protein secretion,9.0,2.39e-08,2.39e-08,4.53e-10,IL1B,9606.ENSP00000263341,6,29,significant nonredundant STRING representative terms
GO_BP,Process,GO:0050708,Regulation of protein secretion,9.0,2.39e-08,2.39e-08,4.53e-10,PPARG,9606.ENSP00000287820,7,23,significant nonredundant STRING representative terms
GO_BP,Process,GO:0050708,Regulation of protein secretion,9.0,2.39e-08,2.39e-08,4.53e-10,IFNG,9606.ENSP00000229135,9,20,significant nonredundant STRING representative terms
GO_BP,Process,GO:0050708,Regulation of protein secretion,9.0,2.39e-08,2.39e-08,4.53e-10,IL13,9606.ENSP00000304915,13,17,significant nonredundant STRING representative terms
GO_BP,Process,GO:0050708,Regulation of protein secretion,9.0,2.39e-08,2.39e-08,4.53e-10,IL1A,9606.ENSP00000263339,15,16,significant nonredundant STRING representative terms
GO_BP,Process,GO:0050708,Regulation of protein secretion,9.0,2.39e-08,2.39e-08,4.53e-10,SREBF1,9606.ENSP00000348069,19,14,significant nonredundant STRING representative terms
GO_BP,Process,GO:0001525,Angiogenesis,10.0,4.8e-08,4.8e-08,9.64e-10,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
GO_BP,Process,GO:0001525,Angiogenesis,10.0,4.8e-08,4.8e-08,9.64e-10,SIRT1,9606.ENSP00000212015,10,19,significant nonredundant STRING representative terms
GO_BP,Process,GO:0001525,Angiogenesis,10.0,4.8e-08,4.8e-08,9.64e-10,IL18,9606.ENSP00000280357,20,13,significant nonredundant STRING representative terms
GO_BP,Process,GO:0045766,Positive regulation of angiogenesis,11.0,4.85e-08,4.85e-08,9.76e-10,STAT3,9606.ENSP00000264657,5,29,significant nonredundant STRING representative terms
GO_BP,Process,GO:0045766,Positive regulation of angiogenesis,11.0,4.85e-08,4.85e-08,9.76e-10,IL1B,9606.ENSP00000263341,6,29,significant nonredundant STRING representative terms
GO_BP,Process,GO:0045766,Positive regulation of angiogenesis,11.0,4.85e-08,4.85e-08,9.76e-10,SIRT1,9606.ENSP00000212015,10,19,significant nonredundant STRING representative terms
GO_BP,Process,GO:0045766,Positive regulation of angiogenesis,11.0,4.85e-08,4.85e-08,9.76e-10,IL1A,9606.ENSP00000263339,15,16,significant nonredundant STRING representative terms
GO_BP,Process,GO:1904035,Regulation of epithelial cell apoptotic process,12.0,2e-07,2e-07,4.66e-09,IL6,9606.ENSP00000385675,1,38,significant nonredundant STRING representative terms
GO_BP,Process,GO:1904035,Regulation of epithelial cell apoptotic process,12.0,2e-07,2e-07,4.66e-09,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
GO_BP,Process,GO:1904035,Regulation of epithelial cell apoptotic process,12.0,2e-07,2e-07,4.66e-09,IL4,9606.ENSP00000231449,11,18,significant nonredundant STRING representative terms
GO_BP,Process,GO:1904035,Regulation of epithelial cell apoptotic process,12.0,2e-07,2e-07,4.66e-09,IL13,9606.ENSP00000304915,13,17,significant nonredundant STRING representative terms
GO_BP,Process,GO:1904035,Regulation of epithelial cell apoptotic process,12.0,2e-07,2e-07,4.66e-09,ESR1,9606.ENSP00000405330,14,17,significant nonredundant STRING representative terms
GO_BP,Process,GO:1904035,Regulation of epithelial cell apoptotic process,12.0,2e-07,2e-07,4.66e-09,PPARA,9606.ENSP00000385523,16,16,significant nonredundant STRING representative terms
GO_BP,Process,GO:0045444,Fat cell differentiation,13.0,4.53e-07,4.53e-07,1.12e-08,PPARG,9606.ENSP00000287820,7,23,significant nonredundant STRING representative terms
GO_BP,Process,GO:0045444,Fat cell differentiation,13.0,4.53e-07,4.53e-07,1.12e-08,SIRT1,9606.ENSP00000212015,10,19,significant nonredundant STRING representative terms
GO_BP,Process,GO:0045444,Fat cell differentiation,13.0,4.53e-07,4.53e-07,1.12e-08,CEBPB,9606.ENSP00000305422,17,15,significant nonredundant STRING representative terms
GO_BP,Process,GO:0045444,Fat cell differentiation,13.0,4.53e-07,4.53e-07,1.12e-08,ADIPOQ,9606.ENSP00000389814,18,15,significant nonredundant STRING representative terms
GO_BP,Process,GO:0045444,Fat cell differentiation,13.0,4.53e-07,4.53e-07,1.12e-08,SREBF1,9606.ENSP00000348069,19,14,significant nonredundant STRING representative terms
GO_BP,Process,GO:0043030,Regulation of macrophage activation,14.0,1.07e-06,1.07e-06,2.8e-08,IL6,9606.ENSP00000385675,1,38,significant nonredundant STRING representative terms
GO_BP,Process,GO:0043030,Regulation of macrophage activation,14.0,1.07e-06,1.07e-06,2.8e-08,IL4,9606.ENSP00000231449,11,18,significant nonredundant STRING representative terms
GO_BP,Process,GO:0043030,Regulation of macrophage activation,14.0,1.07e-06,1.07e-06,2.8e-08,IL13,9606.ENSP00000304915,13,17,significant nonredundant STRING representative terms
GO_BP,Process,GO:0010594,Regulation of endothelial cell migration,15.0,6.71e-06,6.71e-06,2.08e-07,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
GO_BP,Process,GO:0010594,Regulation of endothelial cell migration,15.0,6.71e-06,6.71e-06,2.08e-07,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
GO_BP,Process,GO:0010594,Regulation of endothelial cell migration,15.0,6.71e-06,6.71e-06,2.08e-07,PPARG,9606.ENSP00000287820,7,23,significant nonredundant STRING representative terms
GO_BP,Process,GO:0010594,Regulation of endothelial cell migration,15.0,6.71e-06,6.71e-06,2.08e-07,SIRT1,9606.ENSP00000212015,10,19,significant nonredundant STRING representative terms
GO_BP,Process,GO:0022008,Neurogenesis,16.0,7.32e-06,7.32e-06,2.3e-07,IL6,9606.ENSP00000385675,1,38,significant nonredundant STRING representative terms
GO_BP,Process,GO:0022008,Neurogenesis,16.0,7.32e-06,7.32e-06,2.3e-07,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
GO_BP,Process,GO:0022008,Neurogenesis,16.0,7.32e-06,7.32e-06,2.3e-07,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
GO_BP,Process,GO:0022008,Neurogenesis,16.0,7.32e-06,7.32e-06,2.3e-07,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
GO_BP,Process,GO:0022008,Neurogenesis,16.0,7.32e-06,7.32e-06,2.3e-07,STAT3,9606.ENSP00000264657,5,29,significant nonredundant STRING representative terms
GO_BP,Process,GO:0022008,Neurogenesis,16.0,7.32e-06,7.32e-06,2.3e-07,IL1B,9606.ENSP00000263341,6,29,significant nonredundant STRING representative terms
GO_BP,Process,GO:0022008,Neurogenesis,16.0,7.32e-06,7.32e-06,2.3e-07,IFNG,9606.ENSP00000229135,9,20,significant nonredundant STRING representative terms
GO_BP,Process,GO:0022008,Neurogenesis,16.0,7.32e-06,7.32e-06,2.3e-07,CEBPB,9606.ENSP00000305422,17,15,significant nonredundant STRING representative terms
GO_BP,Process,GO:0044283,Small molecule biosynthetic process,17.0,1.01e-05,1.01e-05,3.32e-07,PPARA,9606.ENSP00000385523,16,16,significant nonredundant STRING representative terms
GO_BP,Process,GO:0044283,Small molecule biosynthetic process,17.0,1.01e-05,1.01e-05,3.32e-07,SREBF1,9606.ENSP00000348069,19,14,significant nonredundant STRING representative terms
GO_BP,Process,GO:0070141,Response to UV-A,18.0,4.01e-05,4.01e-05,1.51e-06,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
GO_BP,Process,GO:0070141,Response to UV-A,18.0,4.01e-05,4.01e-05,1.51e-06,MMP9,9606.ENSP00000361405,8,21,significant nonredundant STRING representative terms
GO_BP,Process,GO:0009611,Response to wounding,19.0,5.43e-05,5.43e-05,2.1e-06,IL6,9606.ENSP00000385675,1,38,significant nonredundant STRING representative terms
GO_BP,Process,GO:0009611,Response to wounding,19.0,5.43e-05,5.43e-05,2.1e-06,IL1A,9606.ENSP00000263339,15,16,significant nonredundant STRING representative terms
GO_BP,Process,GO:0009611,Response to wounding,19.0,5.43e-05,5.43e-05,2.1e-06,PPARA,9606.ENSP00000385523,16,16,significant nonredundant STRING representative terms
GO_BP,Process,GO:0002703,Regulation of leukocyte mediated immunity,20.0,8.16e-05,8.16e-05,3.3e-06,IL6,9606.ENSP00000385675,1,38,significant nonredundant STRING representative terms
GO_BP,Process,GO:0002703,Regulation of leukocyte mediated immunity,20.0,8.16e-05,8.16e-05,3.3e-06,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
GO_BP,Process,GO:0002703,Regulation of leukocyte mediated immunity,20.0,8.16e-05,8.16e-05,3.3e-06,IL1B,9606.ENSP00000263341,6,29,significant nonredundant STRING representative terms
GO_BP,Process,GO:0002703,Regulation of leukocyte mediated immunity,20.0,8.16e-05,8.16e-05,3.3e-06,IL4,9606.ENSP00000231449,11,18,significant nonredundant STRING representative terms
GO_BP,Process,GO:0002703,Regulation of leukocyte mediated immunity,20.0,8.16e-05,8.16e-05,3.3e-06,IL13,9606.ENSP00000304915,13,17,significant nonredundant STRING representative terms
GO_BP,Process,GO:0002703,Regulation of leukocyte mediated immunity,20.0,8.16e-05,8.16e-05,3.3e-06,IL18,9606.ENSP00000280357,20,13,significant nonredundant STRING representative terms
GO_BP,Process,GO:0002366,Leukocyte activation involved in immune response,21.0,0.00013,0.00013,5.43e-06,IL6,9606.ENSP00000385675,1,38,significant nonredundant STRING representative terms
GO_BP,Process,GO:0002366,Leukocyte activation involved in immune response,21.0,0.00013,0.00013,5.43e-06,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
GO_BP,Process,GO:0002366,Leukocyte activation involved in immune response,21.0,0.00013,0.00013,5.43e-06,STAT3,9606.ENSP00000264657,5,29,significant nonredundant STRING representative terms
GO_BP,Process,GO:0002366,Leukocyte activation involved in immune response,21.0,0.00013,0.00013,5.43e-06,IFNG,9606.ENSP00000229135,9,20,significant nonredundant STRING representative terms
GO_BP,Process,GO:0002366,Leukocyte activation involved in immune response,21.0,0.00013,0.00013,5.43e-06,IL4,9606.ENSP00000231449,11,18,significant nonredundant STRING representative terms
GO_BP,Process,GO:0060740,Prostate gland epithelium morphogenesis,23.0,0.00019,0.00019,8.37e-06,ESR1,9606.ENSP00000405330,14,17,significant nonredundant STRING representative terms
GO_BP,Process,GO:0044255,Cellular lipid metabolic process,24.0,0.00022,0.00022,1.01e-05,PPARG,9606.ENSP00000287820,7,23,significant nonredundant STRING representative terms
GO_BP,Process,GO:0044255,Cellular lipid metabolic process,24.0,0.00022,0.00022,1.01e-05,SIRT1,9606.ENSP00000212015,10,19,significant nonredundant STRING representative terms
GO_BP,Process,GO:0044255,Cellular lipid metabolic process,24.0,0.00022,0.00022,1.01e-05,PPARA,9606.ENSP00000385523,16,16,significant nonredundant STRING representative terms
GO_BP,Process,GO:0044255,Cellular lipid metabolic process,24.0,0.00022,0.00022,1.01e-05,ADIPOQ,9606.ENSP00000389814,18,15,significant nonredundant STRING representative terms
GO_BP,Process,GO:0043271,Negative regulation of ion transport,25.0,0.00024,0.00024,1.09e-05,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
GO_BP,Process,GO:0043271,Negative regulation of ion transport,25.0,0.00024,0.00024,1.09e-05,MMP9,9606.ENSP00000361405,8,21,significant nonredundant STRING representative terms
GO_BP,Process,GO:0001659,Temperature homeostasis,26.0,0.0005,0.0005,2.42e-05,STAT3,9606.ENSP00000264657,5,29,significant nonredundant STRING representative terms
GO_BP,Process,GO:0001659,Temperature homeostasis,26.0,0.0005,0.0005,2.42e-05,IL1B,9606.ENSP00000263341,6,29,significant nonredundant STRING representative terms
GO_BP,Process,GO:0001659,Temperature homeostasis,26.0,0.0005,0.0005,2.42e-05,IL1A,9606.ENSP00000263339,15,16,significant nonredundant STRING representative terms
GO_BP,Process,GO:0001894,Tissue homeostasis,27.0,0.00053,0.00053,2.63e-05,IL6,9606.ENSP00000385675,1,38,significant nonredundant STRING representative terms
GO_BP,Process,GO:0032733,Positive regulation of interleukin-10 production,28.0,0.0011,0.0011,6.08e-05,IL6,9606.ENSP00000385675,1,38,significant nonredundant STRING representative terms
