gene_symbol,gene_id,chemical,chemical_identity,exact_evidence_rows,exact_human_supported,exact_experimental_supported,CTD_support,PubChem_support,ChEMBL_support,number_independent_sources,number_independent_references,number_species,evidence_species,evidence_tiers,evidence_types,evidence_directions,evidence_role,direct_target_binding_flag,metabolism_related_flag,ambiguous_direction_flag,evidence_source_databases,evidence_provenance,parent_naphthalene_rows_in_primary,primary_universe_rule,in_thyroid_disease_set,in_hypertension_disease_set,branch_class,thyroid_disease_id,thyroid_disease_name,thyroid_disease_relevance_score,thyroid_disease_rank,thyroid_source,thyroid_association_scope,hypertension_disease_id,hypertension_disease_name,hypertension_disease_relevance_score,hypertension_disease_rank,hypertension_source,hypertension_association_scope,branch_evidence_note
CYP2E1,1571,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,True,False,True,False,False,1,1,1,Homo sapiens,Tier A,curated chemical-gene interaction,increases,gene_to_chemical_metabolism,False,True,False,CTD,CTD|CTD-PMID:16243959|Homo sapiens|increases|curated chemical-gene interaction,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.0093598824187876,1922,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
CYP3A4,1576,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,5,True,False,True,True,False,2,2,1,Homo sapiens,Tier A,bioassay activity;curated chemical-gene interaction,Active;Inactive;increases,bioassay_target;gene_to_chemical_metabolism,False,True,False,CTD;PubChem BioAssay,CTD|CTD-PMID:16243959|Homo sapiens|increases|curated chemical-gene interaction;PubChem BioAssay|PubChem-AID:1671201|Homo sapiens|Active|bioassay activity;PubChem BioAssay|PubChem-AID:1671201|Homo sapiens|Active|bioassay activity;PubChem BioAssay|PubChem-AID:1671201|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1671201|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.050329021583208,331,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
DRD2,1813,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,16,True,False,False,True,False,1,4,1,Homo sapiens,Tier A,bioassay activity,Inactive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1963594|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963594|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963594|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963594|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963595|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963595|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963595|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963595|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061104|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061104|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061104|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061104|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061105|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061105|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061105|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061105|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.0969389161968595,132,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
GLI3,2737,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,8,True,False,False,True,False,1,4,1,Homo sapiens,Tier A,bioassay activity,Active;Inactive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1259368|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1259368|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1259369|Homo sapiens|Active|bioassay activity;PubChem BioAssay|PubChem-AID:1259369|Homo sapiens|Active|bioassay activity;PubChem BioAssay|PubChem-AID:1259390|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1259390|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1259392|Homo sapiens|Active|bioassay activity;PubChem BioAssay|PubChem-AID:1259392|Homo sapiens|Active|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.0100402527189343,1813,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
HSPB1,3315,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,4,True,False,False,True,False,1,2,1,Homo sapiens,Tier A,bioassay activity,Inactive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:743210|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743210|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743228|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743228|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.008094402213276,2167,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
HTR2A,3356,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,16,True,False,False,True,False,1,4,1,Homo sapiens,Tier A,bioassay activity,Inactive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1963586|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963586|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963586|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963586|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963587|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963587|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963587|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963587|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061100|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061100|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061100|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061100|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061101|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061101|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061101|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061101|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.0859361740551021,164,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
KCNH2,3757,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,4,True,False,False,True,False,1,1,1,Homo sapiens,Tier A,bioassay activity,Inactive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1671200|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1671200|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1671200|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1671200|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.0096113338678606,1866,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
KISS1R,84634,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,4,True,False,False,True,False,1,2,1,Homo sapiens,Tier A,bioassay activity,Inactive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1920064|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1920064|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1920068|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1920068|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.0113337822103308,1631,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
NR1I2,8856,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,2,True,False,False,True,False,1,1,1,Homo sapiens,Tier A,bioassay activity,Active,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1346982|Homo sapiens|Active|bioassay activity;PubChem BioAssay|PubChem-AID:1346982|Homo sapiens|Active|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.0115797164661513,1608,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
PPARD,5467,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,8,True,False,False,True,False,1,4,1,Homo sapiens,Tier A,bioassay activity,Inactive;Inconclusive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:743212|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743212|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743215|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743215|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:743226|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743226|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743227|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743227|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.0234519241126326,840,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
RARA,5914,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,6,True,False,False,True,False,1,3,1,Homo sapiens,Tier A,bioassay activity,Inactive;Inconclusive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1159552|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:1159552|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1159553|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:1159553|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1159555|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:1159555|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.0194029423709468,1029,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
RXRA,6256,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,4,True,False,False,True,False,1,2,1,Homo sapiens,Tier A,bioassay activity,Inactive;Inconclusive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1159527|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:1159527|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1159531|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:1159531|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.0077611769483787,2223,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
SMAD3,4088,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,8,True,False,False,True,False,1,4,1,Homo sapiens,Tier A,bioassay activity,Inactive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1346859|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1346859|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1346924|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1346924|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1347032|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1347032|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1347035|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1347035|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.0224279960747168,877,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
SULT1A1,6817,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,False,True,True,False,False,1,1,1,Bos taurus,Tier B,curated chemical-gene interaction,increases,other_exact_interaction,False,False,False,CTD,CTD|CTD-PMID:8890738|Bos taurus|increases|curated chemical-gene interaction,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.0060980676022975,2561,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
UGT1A1,54658,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,True,False,False,True,False,1,1,1,Homo sapiens,Tier A,bioassay activity,Unspecified,ambiguous_direction;bioassay_target,False,False,True,PubChem BioAssay,PubChem BioAssay|PubChem-AID:624606; PMID:10836148|Homo sapiens|Unspecified|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.0192537350139055,1039,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
