theme_id,theme_label,gene_symbol,term_membership_count,fraction_of_theme_terms,theme_driver_rank
cell_death_cycle,Cell death / cell cycle / genome maintenance,PPARA,2,1.0000,12
cell_death_cycle,Cell death / cell cycle / genome maintenance,PPARD,2,1.0000,13
cell_death_cycle,Cell death / cell cycle / genome maintenance,MMP2,2,1.0000,14
cell_death_cycle,Cell death / cell cycle / genome maintenance,HPGD,2,1.0000,15
cell_death_cycle,Cell death / cell cycle / genome maintenance,PTGS2,2,1.0000,16
cell_death_cycle,Cell death / cell cycle / genome maintenance,RELA,2,1.0000,17
cell_death_cycle,Cell death / cell cycle / genome maintenance,SQSTM1,2,1.0000,18
cell_death_cycle,Cell death / cell cycle / genome maintenance,NR3C1,2,1.0000,19
cell_death_cycle,Cell death / cell cycle / genome maintenance,BECN1,2,1.0000,20
cell_death_cycle,Cell death / cell cycle / genome maintenance,CXCR4,1,0.5000,21
general_metabolism,General metabolism / biosynthesis,CYP3A4,9,0.6429,1
general_metabolism,General metabolism / biosynthesis,CYP1A2,9,0.6429,2
general_metabolism,General metabolism / biosynthesis,SIRT1,8,0.5714,3
general_metabolism,General metabolism / biosynthesis,AKR1C3,8,0.5714,4
general_metabolism,General metabolism / biosynthesis,PPARA,7,0.5000,5
general_metabolism,General metabolism / biosynthesis,CYP2C9,6,0.4286,6
general_metabolism,General metabolism / biosynthesis,STAT3,6,0.4286,7
general_metabolism,General metabolism / biosynthesis,PTGS2,5,0.3571,8
general_metabolism,General metabolism / biosynthesis,PPARD,4,0.2857,9
general_metabolism,General metabolism / biosynthesis,PTGES2,4,0.2857,10
general_metabolism,General metabolism / biosynthesis,PPARG,4,0.2857,11
general_metabolism,General metabolism / biosynthesis,NEAT1,4,0.2857,12
general_metabolism,General metabolism / biosynthesis,RELA,4,0.2857,13
general_metabolism,General metabolism / biosynthesis,HPGD,3,0.2143,14
general_metabolism,General metabolism / biosynthesis,PTGS1,3,0.2143,15
general_metabolism,General metabolism / biosynthesis,ATG5,3,0.2143,16
general_metabolism,General metabolism / biosynthesis,HSPA1A,3,0.2143,17
general_metabolism,General metabolism / biosynthesis,SQSTM1,3,0.2143,18
general_metabolism,General metabolism / biosynthesis,BECN1,3,0.2143,19
general_metabolism,General metabolism / biosynthesis,NR3C1,3,0.2143,20
general_metabolism,General metabolism / biosynthesis,TIMP2,2,0.1429,21
general_metabolism,General metabolism / biosynthesis,MMP9,2,0.1429,22
general_metabolism,General metabolism / biosynthesis,TIMP1,2,0.1429,23
general_metabolism,General metabolism / biosynthesis,NR1I2,2,0.1429,24
general_metabolism,General metabolism / biosynthesis,MMP2,1,0.0714,25
general_metabolism,General metabolism / biosynthesis,RXRA,1,0.0714,26
general_metabolism,General metabolism / biosynthesis,CRP,1,0.0714,27
general_metabolism,General metabolism / biosynthesis,F3,1,0.0714,28
general_metabolism,General metabolism / biosynthesis,ESR1,1,0.0714,29
general_metabolism,General metabolism / biosynthesis,PGR,1,0.0714,30
general_metabolism,General metabolism / biosynthesis,PTGER4,1,0.0714,31
general_metabolism,General metabolism / biosynthesis,DKK1,1,0.0714,32
general_metabolism,General metabolism / biosynthesis,IL1A,1,0.0714,33
other,Other / mixed biological processes,PPARD,14,0.4118,1
other,Other / mixed biological processes,PPARG,14,0.4118,2
other,Other / mixed biological processes,SIRT1,12,0.3529,3
other,Other / mixed biological processes,PPARA,10,0.2941,4
other,Other / mixed biological processes,ESR1,10,0.2941,5
other,Other / mixed biological processes,MMP2,10,0.2941,6
other,Other / mixed biological processes,PTGS2,10,0.2941,7
other,Other / mixed biological processes,BECN1,10,0.2941,8
other,Other / mixed biological processes,STAT3,8,0.2353,9
other,Other / mixed biological processes,RELA,8,0.2353,10
other,Other / mixed biological processes,SQSTM1,8,0.2353,11
other,Other / mixed biological processes,ATG5,8,0.2353,12
other,Other / mixed biological processes,MMP9,7,0.2059,13
other,Other / mixed biological processes,AKR1C3,7,0.2059,14
other,Other / mixed biological processes,HSPA1A,6,0.1765,15
other,Other / mixed biological processes,NR3C1,6,0.1765,16
other,Other / mixed biological processes,PGR,6,0.1765,17
other,Other / mixed biological processes,TIMP1,6,0.1765,18
other,Other / mixed biological processes,PTGER2,6,0.1765,19
other,Other / mixed biological processes,HPGD,5,0.1471,20
other,Other / mixed biological processes,CRP,5,0.1471,21
other,Other / mixed biological processes,IL1A,5,0.1471,22
other,Other / mixed biological processes,RXRA,3,0.0882,23
other,Other / mixed biological processes,DKK1,3,0.0882,24
other,Other / mixed biological processes,CXCR4,3,0.0882,25
other,Other / mixed biological processes,DUSP1,3,0.0882,26
other,Other / mixed biological processes,F3,3,0.0882,27
other,Other / mixed biological processes,PTGS1,3,0.0882,28
other,Other / mixed biological processes,PTGER4,3,0.0882,29
other,Other / mixed biological processes,NR1I2,2,0.0588,30
other,Other / mixed biological processes,CA9,2,0.0588,31
other,Other / mixed biological processes,NEAT1,2,0.0588,32
other,Other / mixed biological processes,CYP1A2,2,0.0588,33
other,Other / mixed biological processes,CYP2C9,2,0.0588,34
other,Other / mixed biological processes,SELE,1,0.0294,35
other,Other / mixed biological processes,CCL20,1,0.0294,36
other,Other / mixed biological processes,CYP3A4,1,0.0294,37
other,Other / mixed biological processes,TIMP2,1,0.0294,38
