,GSE23343|GSM572800,GSE23343|GSM572801,GSE23343|GSM572802,GSE23343|GSM572803,GSE23343|GSM572804,GSE23343|GSM572805,GSE23343|GSM572806,GSE23343|GSM572807,GSE23343|GSM572808,GSE23343|GSM572809,GSE23343|GSM572810,GSE23343|GSM572811,GSE23343|GSM572812,GSE23343|GSM572813,GSE23343|GSM572814,GSE23343|GSM572815,GSE23343|GSM572816,GSE21340|GSM533283,GSE21340|GSM533284,GSE21340|GSM533285,GSE21340|GSM533286,GSE21340|GSM533287,GSE21340|GSM533288,GSE21340|GSM533289,GSE21340|GSM533290,GSE21340|GSM533291,GSE21340|GSM533292,GSE21340|GSM533295,GSE21340|GSM533296,GSE21340|GSM533297,GSE21340|GSM533298,GSE21340|GSM533299,GSE71416|GSM1833926,GSE71416|GSM1833927,GSE71416|GSM1833928,GSE71416|GSM1833929,GSE71416|GSM1833930,GSE71416|GSM1833931,GSE71416|GSM1833932,GSE71416|GSM1833933,GSE71416|GSM1833934,GSE71416|GSM1833935,GSE71416|GSM1833936,GSE71416|GSM1833937,GSE71416|GSM1833938,GSE71416|GSM1833939,GSE71416|GSM1833940,GSE71416|GSM1833941,GSE71416|GSM1833942,GSE71416|GSM1833943,GSE71416|GSM1833944,GSE71416|GSM1833945,GSE25724|GSM631755,GSE25724|GSM631756,GSE25724|GSM631757,GSE25724|GSM631758,GSE25724|GSM631759,GSE25724|GSM631760,GSE25724|GSM631761,GSE25724|GSM631762,GSE25724|GSM631763,GSE25724|GSM631764,GSE25724|GSM631765,GSE25724|GSM631766,GSE25724|GSM631767
cluster_11_M011,-0.47354597114528607,-0.33532160751308543,0.465264464046723,0.14222388594098825,0.8509775046863512,-0.48958478835375757,-0.12165518332126313,0.07346764125122703,0.4451188343118042,0.4213325982280955,0.5527845780513398,-0.4492321377166759,-0.8057810620235731,-0.6356678769319372,1.5739892302738359,-0.6508757452327317,-0.5634943645520574,-0.07373184249164481,0.26286885827572165,0.10105525067632054,-0.21885029538232606,0.2816731329385857,-0.2858892716360642,-0.2673453181305627,0.13901706558870655,-0.02177972637789079,0.26701942155309394,0.07425104771525239,0.931584195822409,-0.2770434192605396,-0.3570151995687601,-0.5558138997222996,0.6196124248275298,-0.6033770890662709,0.05101143683706603,-0.0038938804246301715,0.02619431474924851,-0.2964363989359497,0.5384635037310662,-0.005026320268593287,0.0442963483419038,-0.28511777475635053,0.1082895089015082,1.2827301301779388,0.37207082188348556,-0.17089076839195413,-0.1538620002312332,-0.13803818490905703,-0.28953534329681246,-0.5532800387914203,-0.44410350530820786,-0.09910718506928169,0.37975364444766235,-0.023809038193567444,0.716211057341623,0.031378635173982136,0.20815092617580974,-0.30519727669861574,-0.11753931827640611,-0.582761298174579,-0.1827440883625168,-0.5023760202502806,-0.10685404268322259,0.7573336548306989,-0.27154683533060125
cluster_11_M012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_11_M013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_11_M014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_11_M015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_11_M016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_11_M017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_11_M018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_11_M019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_5_M001,0.11257493056575864,0.06463698916680173,-0.21518466447297355,0.15977337210027864,0.007464731464625915,-0.4606832415910489,-0.3949168720242936,0.5436015030894501,0.356224706551574,0.07652569738300198,0.001895566076203467,-0.2143678090597621,-0.4347906625992553,-0.48189500165867105,0.2988479390717223,0.3456896031297005,0.2346032128068879,0.5890409810785039,1.1085405190309947,0.7945502615973966,0.8346494144498843,-0.3669970307816546,-1.3827771608884099,-0.8054796076591099,-0.10997676580402048,0.613204775188889,-1.5789589092332728,0.051192299758499205,-0.0005129241739576981,0.03179751269412819,0.20466002015716522,0.017066614584963516,-0.06551158761685748,-0.3249721567671407,-0.11678539401834706,0.016815306024952438,-0.30142319510876664,-0.08968996230002904,0.21812181511519727,-0.10940983536350138,-0.09651758664478344,0.05321834886341288,0.03127008638068047,-0.02788842024226992,-0.020679019801558268,-0.022335041518887853,0.08149238849420805,0.06482981384515474,0.12230636988826168,0.18476630103493966,0.21416635084255017,0.1882254188927772,-0.4042180973942434,-0.37532289623728027,-0.7411386485769499,0.1668410836763479,-0.14926520161689938,0.002690909575189321,-0.32864083887509277,-0.19144543039009937,0.16077969587831634,0.7707678476439034,0.5415138449598911,0.2671243897297045,0.2803133416272058
cluster_5_M002,0.21462276124076574,0.2964020998249548,0.3601446653154285,0.4616002899975069,0.13163332658436572,-0.47800687647653234,-0.6812815147444385,0.3019782911036437,-0.07029945399253634,0.12415303160252085,0.4717375436358319,-0.45286441933226296,-0.6683502223609773,-0.3386590580930887,0.43462416829063677,0.4643851603786501,-0.57181979297447,0.8721327816730654,1.0845140929834156,1.0554719183254901,0.8154950752683731,-0.6253637636356839,-1.5629280825074423,-1.0829378570192925,0.16630355174972916,0.6390497781468791,-1.3635443758630732,0.07795571521031264,-0.13436820904522032,0.02772609502881582,0.09490054222484527,-0.06440726254021381,0.12846684405810319,1.3072079792989844,0.41703513911567985,0.16986625551734408,0.0423268725887928,-0.004621423142312382,0.37272732363476646,-0.2754986214375428,-0.2190262855529079,-0.2619729296707538,-0.38198025631547866,0.44554044658851066,0.37586255429242904,-0.6229843545074082,-0.07586594508338036,-0.21424190292604062,-0.3917003068044791,-0.2030508293943673,-0.3113294720204303,-0.29676108823951003,-0.5985782165458927,-0.38459483742187095,-0.501027461728492,0.6059914325616882,-0.6098608779252388,-0.07585095472891794,-0.6980299394367081,-0.1654403538912924,0.189446519494249,0.6594539284417167,0.926821491702107,-0.07016229233936166,0.7218315618180146
cluster_5_M003,-0.3955736543525891,-0.41730765594423136,-0.5857583702937175,-0.9302554177906085,0.10283865483877933,-0.3288282720033635,-0.20337924251052414,0.3654605238810231,1.1449186872347528,-0.21472739445295125,-0.18389693486706718,0.21684724019185064,-0.020715372913894768,0.2218374497266738,0.4634636404065028,0.5012962712077746,0.2637798476415915,0.8281365917623424,1.3092190753067934,1.2925473445298208,1.0544629798860123,-0.7289167118150564,-1.558499731919551,-0.8813252519749422,-0.6008980741944063,0.5582534003561372,-1.1639220734047873,0.01074860241965504,-0.13455747588325354,-0.027102292988460924,-0.08259823856518042,0.12445185648487571,0.2375896244620738,-2.2486676216136714,-0.39746708997509506,0.1021084979149846,0.00033575624341567465,0.8660208265346434,0.4913154961541163,-0.22817078865586976,-0.13058157440279994,0.10391300191717975,-0.029534185749873588,0.13549846966377999,0.2743969473505913,0.19654386207575075,-0.1627166148870534,0.30285091523202307,0.0674708396885828,-0.013265672927089477,0.06583936171811365,0.36651994925620757,-0.34038199972094746,0.17067039167262887,0.16032965383846798,-0.700510513978762,0.020227698747512235,-0.32560505288883146,0.32178782086495383,0.09932175898967792,0.43089784339738946,-0.04888466311364273,0.14553490283003226,0.0467421737557564,0.019869985605779017
cluster_5_M004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster_6_M001,-0.3566618473062483,-0.02785377383424442,-0.35126697954553737,0.40212960382264895,0.00299813334249315,-0.5045235016438427,-0.5281592968172751,0.9031959696711471,0.5884598048885702,0.10036745468350639,0.45452261112870374,-0.2052340473071752,-0.6030188461113494,-0.5944484218031211,0.25836243175633355,0.29187938843799066,0.1692513166374007,0.6559571712611159,1.0043272383873103,0.7474053747023058,0.8412291578312304,-0.2807080937484853,-1.2864844097874106,-0.6625145267590381,-0.33352590497462287,0.7581131479537168,-1.5856274375519734,0.04950812882328777,0.0547387700212684,0.049771728197202623,0.03772537991296832,-0.04991572426887555,-0.027683318221064564,-1.0777364191275103,-0.10082134291596281,0.07945120485512368,0.08235198505049929,0.04487285919681861,0.15235235339548714,0.1446298962461189,0.089393546493453,0.0216258273297253,0.26531904343810364,-0.2621300802999009,-0.33071884732990314,0.13940636425963449,0.18717382601564947,0.025493924560256887,0.2620165771973115,-0.06674677753308592,0.19476849749146743,0.17698087989777833,0.13013488005399607,-0.03871248241404338,-0.12185353386917544,-0.33408231741892885,0.17397968654841134,0.12978951849865136,-0.07680581446986556,-0.026930786593378588,0.11187665573211848,-0.18408431202957296,-0.013781476175144006,0.0420610277821665,0.20840895435476117
cluster_6_M002,-0.10220592889045103,-0.0940528243055301,-0.166805395571912,0.04805118463637928,0.014151661925973039,-0.12336346282224413,-0.1550463944604683,0.43310695123315374,0.24632610904139482,-0.11468804068340316,0.2642148201123621,-0.11333050477057434,-0.2867697333414719,-0.20678036640711858,0.2178360360689767,0.18724225736057176,-0.04788636912563859,0.7641684639233932,1.010686909262248,0.9469778272510794,0.9634156930075292,-0.32308516015088534,-1.4879193243763984,-0.9573691852129603,-0.10110513896104835,0.6234850241246956,-1.5069443624684118,0.11708452537426615,-0.14306219368517514,-0.05251244861108174,0.05968162736596956,0.08649774315677951,-0.07342021165053388,0.10681958021506659,-0.1364596282591757,0.026488570221025895,-0.1777426242651051,-0.06355059852800259,0.09865249212719768,-0.17316180747687554,-0.027091344429789572,0.10773038348837573,0.051181379077108666,0.24678787475563288,0.041679593454027296,-0.026552304844261514,0.05749534168941535,0.02314324171175553,-0.09744263338126768,-0.06946817205524598,0.05373294176160556,0.031177926389047574,-0.3706871167031701,-0.4972885842148563,-0.4159279749899273,0.1102078644734987,-0.01178113149122409,-0.054369997195086776,-0.37579388478807285,-0.10652383522388578,0.3213831857102973,0.43662666417097434,0.5488175451618303,0.033548854539207196,0.38178841055041407
cluster_6_M003,-0.4661812613338812,-0.17130592863638344,-0.1679419978963752,0.2731707796451391,-0.03533607604675591,-0.1091286312168835,-0.171773322494695,0.5015819118664007,0.3848523422071637,0.06980866171206548,0.1379335890552826,0.004323656251405494,-0.585485193197614,-0.3314526939621777,0.11201993143386829,0.1783619722066653,0.37655226040677436,0.7670611994123078,1.1502122994930568,1.0588887981751254,1.0822241906307037,-0.5330285799860423,-1.5793636414422403,-0.9760665137103174,-0.21933934943625905,0.7766651051634327,-1.6315674333953984,-0.023907459056908963,-0.0736124913653639,0.06265837694240046,0.13186693120904658,0.007308567366456345,-0.22146971211801994,-0.27108067269081804,-0.2967496541933803,0.01036900260928265,-0.16792993136818007,0.03198532650301336,0.3998419739485469,-0.10104055260120524,0.02871774313256903,0.12641470306399682,0.2392596739998544,-0.23709920693931935,-0.42042260774978296,-0.008640190624738038,0.11302919138785925,-0.10465683629716617,0.23561544900573572,0.06615488581018018,0.48451648471406106,0.09318493040750643,0.011359601797347227,-0.35153370297977354,-0.5472891753465383,-0.3650936530608657,0.2714971829445363,0.07848178697545152,-0.2129087441354307,-0.23761925309016405,0.14232147847437604,0.055510133087244576,0.43178539175640274,0.09958593785666274,0.623903015720751
cluster_6_M004,-0.36421426970504767,-0.3090768984765541,-0.20596974814232563,0.21135740939867984,0.13679594589422023,-0.1601762147430339,-0.12022236272681373,0.612466975492923,0.5514494376857101,0.002381659588759573,0.43456427905023487,-0.1308584272922309,-0.4276525652282459,-0.22646154594625334,-0.08452797228792874,0.3948485927807281,-0.3147042953428213,0.6825094529513686,1.2481684413112721,0.7900473720883502,0.8988185782548508,-0.44447833137074205,-1.407545035208452,-0.8954115497796272,-0.3338665512826899,0.6223276858757322,-1.3605549857592334,0.1543424180365907,0.04091040775343447,-0.0026201354081213843,0.09557467322987227,-0.08822244069260501,-0.11338006637908059,-0.5273204457987203,-0.10660038925863459,-0.0500788166958206,0.10898246488867726,-0.13295623421221098,0.03189461109283871,0.09751458434473628,0.16681997110470406,0.003743717013442344,0.2515218126404555,-0.39794155046252266,-0.30458038397957277,0.16524900522577488,0.24936954563011066,-0.04532070406586916,0.3327559489635344,-0.05085326249067184,0.2633558203509326,0.05782437208789831,-0.03303678464833571,-0.09334329030094746,0.12743602742594407,-0.18313261996067384,0.44292014983959904,0.14905581687121636,0.0703199804326511,-0.2369611593200451,-0.20454362753049918,-0.18260637260573018,0.13030921452866823,0.028936094270824757,-0.015353429002672074
cluster_6_M005,-0.044905920820354904,0.1299625602847805,-0.16840684511668672,0.32760974718095803,0.22662801673248867,-0.4798523697747135,-0.6644761206372214,0.5375859759196989,0.6119566401469471,-0.08538433846699502,0.34962822868620613,-0.22504819498188264,-0.4977129738907147,-0.5628201078239713,0.08129451919664005,0.36489922116832363,0.09904196219649716,0.6378801342918345,1.047111333203933,0.8366670466448207,0.6608180468870568,-0.48666297618651555,-1.5169064214358237,-0.8309078820480326,-0.3611713842974038,0.8268712866966131,-1.0508926966340382,-0.023854484163976584,-0.030049861119405413,-0.015255683479716297,0.2878690195060078,0.01848452213464558,-0.31813438441308156,-1.6837486768431769,-0.12390656951189045,0.08919637089176412,0.11097069864222288,0.10536079156181627,0.416072047569168,0.19541079045623747,0.4615647782314536,0.16689716430114812,0.38159574814181335,-0.4950492158979666,-0.6715706147517675,0.24877988523815067,0.4647733906523958,-0.034305286191456036,0.2774191132709953,-0.18599503130944234,0.3084887323076589,0.286180267653957,-0.2453667904409011,-0.41012342932299045,-0.7096342261629128,-0.39294473481046244,0.4701293943621311,0.12262324710143514,-0.2741031905540487,-0.28084127602830894,0.07980686510206945,0.5307258621449354,0.5553092113151661,0.28652691724044416,0.2678921500534427
