endpoint_id,outcome_name,cycle,interaction_beta,interaction_se,interaction_z,interaction_p,fit_status,fit_reason,analytic_n,cases,controls,male_cases,female_cases,pooled_interaction_beta,same_direction_as_pooled,low_case_caution
gout,Gout,2015-2016,0.08577343417187445,0.2362314030018309,0.3630907368027174,0.7216029416286507,ok,,1598,70,1528,43,27,0.3118185871131377,True,True
gout,Gout,2017-2018,0.6068694388991901,0.3097143577359283,1.9594488396841616,0.06891398505276788,ok,,1477,116,1361,77,39,0.3118185871131377,True,True
osteoarthritis,Osteoarthritis (OA),2003-2004,0.5790672847489229,0.25153449535835776,2.3021386546761056,0.036074853075943464,ok,,1183,136,1047,44,92,0.1747376820021667,True,True
osteoarthritis,Osteoarthritis (OA),2005-2006,0.12111586531022772,0.29915937144643057,0.4048539904487516,0.6912995438802317,ok,,1206,99,1107,45,54,0.1747376820021667,True,True
osteoarthritis,Osteoarthritis (OA),2007-2008,0.45875075615959454,0.26101477576425886,1.7575662328554351,0.09793451253488746,ok,,1336,160,1176,62,98,0.1747376820021667,True,False
osteoarthritis,Osteoarthritis (OA),2009-2010,-0.07464143250734837,0.180073224649687,-0.4145060025028996,0.6840076772318832,ok,,1491,155,1336,71,84,0.1747376820021667,False,False
osteoarthritis,Osteoarthritis (OA),2011-2012,0.24863932858513307,0.20568833908948483,1.2088158700963714,0.24327883953758594,ok,,1327,178,1149,60,118,0.1747376820021667,True,False
osteoarthritis,Osteoarthritis (OA),2013-2014,0.05019504518948301,0.15966116132231226,0.3143848182849737,0.7575591204075474,ok,,1462,204,1258,75,129,0.1747376820021667,True,False
osteoarthritis,Osteoarthritis (OA),2015-2016,-0.036716148383652586,0.1250622069166813,-0.29358308388171617,0.7730994953952653,ok,,1375,177,1198,58,119,0.1747376820021667,False,False
osteoarthritis,Osteoarthritis (OA),2017-2018,0.46946656542119725,0.2521807829993291,1.861627043256687,0.0823660146998652,ok,,1226,200,1026,79,121,0.1747376820021667,True,False
other_arthritis,Other arthritis,2003-2004,0.06429525104889612,0.3402582989642701,0.1889601260119379,0.8526570072350915,ok,,1094,47,1047,27,20,0.09736970424114745,True,True
other_arthritis,Other arthritis,2005-2006,-0.3919987341098604,0.3878062946682171,-1.0108106534094041,0.3281354017344156,ok,,1151,44,1107,21,23,0.09736970424114745,False,True
other_arthritis,Other arthritis,2007-2008,-0.14652705742998054,0.2754714470161662,-0.5319137755187437,0.6020939827985501,ok,,1245,69,1176,31,38,0.09736970424114745,False,True
other_arthritis,Other arthritis,2009-2010,0.0827268987259458,0.2925643987745476,0.28276474879534397,0.7809826394371583,ok,,1402,66,1336,27,39,0.09736970424114745,True,True
other_arthritis,Other arthritis,2011-2012,-0.7141482758883464,0.4254891071646768,-1.6784172940341573,0.11155171179572787,ok,,1175,26,1149,12,14,0.09736970424114745,False,True
other_arthritis,Other arthritis,2013-2014,0.12320023099840947,0.3559088874608293,0.3461566578945536,0.7340325362037645,ok,,1304,46,1258,16,30,0.09736970424114745,True,True
other_arthritis,Other arthritis,2015-2016,-0.8816846679161988,0.6297848892377796,-1.3999774891126557,0.18186269487547843,ok,,1235,37,1198,13,24,0.09736970424114745,False,True
other_arthritis,Other arthritis,2017-2018,1.0089440423045741,0.4344312415567433,2.322448170829332,0.03468423874416308,ok,,1086,60,1026,27,33,0.09736970424114745,True,True
psoriatic_arthritis,Psoriatic arthritis (PsA),2009-2010,0.29017313661254346,0.2511896995705847,1.1551952054905197,0.26497150743666414,converged_with_warning,,1338,2,1336,1,1,0.8549212760742488,True,True
psoriatic_arthritis,Psoriatic arthritis (PsA),2011-2012,0.7181184197681928,0.2585735580609121,2.7772306849682824,0.012908851066060312,ok,,1153,4,1149,3,1,0.8549212760742488,True,True
psoriatic_arthritis,Psoriatic arthritis (PsA),2013-2014,3.240426472015988,1.2464363993445584,2.599752762130482,0.020108895379570637,ok,,1263,5,1258,4,1,0.8549212760742488,True,True
psoriatic_arthritis,Psoriatic arthritis (PsA),2015-2016,1.6616026203637724,1.4094324393260182,1.1789161182910906,0.2567944000578248,converged_with_warning,,1203,5,1198,4,1,0.8549212760742488,True,True
psoriatic_arthritis,Psoriatic arthritis (PsA),2017-2018,0.5091675876773687,0.46815873890396514,1.087596033920913,0.29394103344265454,ok,,1032,6,1026,3,3,0.8549212760742488,True,True
rheumatoid_arthritis,Rheumatoid arthritis (RA),2003-2004,-0.15527256484423965,0.20302775735050219,-0.764784908578687,0.4562639128157189,ok,,1137,90,1047,36,54,0.17486349200566828,False,True
rheumatoid_arthritis,Rheumatoid arthritis (RA),2005-2006,0.08282877735451315,0.25415087286642696,0.3259039657048321,0.7489992672373149,ok,,1175,68,1107,32,36,0.17486349200566828,True,True
rheumatoid_arthritis,Rheumatoid arthritis (RA),2007-2008,0.1940357302933837,0.2871282610825048,0.6757806757225774,0.5088304147466498,ok,,1281,105,1176,41,64,0.17486349200566828,True,True
rheumatoid_arthritis,Rheumatoid arthritis (RA),2009-2010,0.07283241994477106,0.3981416175632058,0.18293093897225843,0.8571501150928937,ok,,1431,95,1336,39,56,0.17486349200566828,True,True
rheumatoid_arthritis,Rheumatoid arthritis (RA),2011-2012,0.09223427830587452,0.3213320289390386,0.2870373009824449,0.7775529781925494,ok,,1227,78,1149,31,47,0.17486349200566828,True,True
rheumatoid_arthritis,Rheumatoid arthritis (RA),2013-2014,0.252323569942584,0.29940387891770526,0.8427531762604122,0.41260331404387207,ok,,1321,63,1258,28,35,0.17486349200566828,True,True
rheumatoid_arthritis,Rheumatoid arthritis (RA),2015-2016,0.06036797068295079,0.30900199855329025,0.19536433733628353,0.8477294741275561,ok,,1270,72,1198,41,31,0.17486349200566828,True,True
rheumatoid_arthritis,Rheumatoid arthritis (RA),2017-2018,0.671309440764833,0.22683894034544777,2.9594100542989286,0.009745226661922641,ok,,1108,82,1026,39,43,0.17486349200566828,True,True
