consensus_rank,gene_symbol,MCC_rank,MCC_score,MCC_top25,MNC_rank,MNC_score,MNC_top25,EPC_rank,EPC_score,EPC_top25,Degree_rank,Degree_score,Degree_top25,Closeness_rank,Closeness_score,Closeness_top25,Betweenness_rank,Betweenness_score,Betweenness_top25,Radiality_rank,Radiality_score,Radiality_top25,Stress_rank,Stress_score,Stress_top25,top25_algorithm_count,consensus_hub,top25_algorithm_fraction,top25_algorithms,string_id,mapping_status,in_network,hub_rank,degree,original_degree_top20,algorithm_panel,ml_rank,stable_ml_flag,ml_priority_score,cross_rank,candidate_tier,cross_support_flag,cross_rank_score,stable_ml,tier1
60,FABP1,66.0,2.0,False,62.0,2.0,False,62.0,51.644,False,66.0,2.0,False,66.0,28.45,False,69.0,0.0,False,65.0,47.15897435897436,False,69.0,0.0,False,0,False,0.0,,9606.ENSP00000295834,mapped,yes,62.0,2,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",10,True,0.8674020919061598,46,Tier 2: replicated + pathway,False,0.4576376559938695,True,False
61,FAS,49.0,12.0,False,51.0,4.0,False,53.0,63.98,False,52.0,4.0,False,47.0,35.0,False,54.0,1.136286655687916,False,41.0,54.758974358974356,False,50.0,18.0,False,0,False,0.0,,9606.ENSP00000498466,mapped,yes,54.0,4,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",20,False,0.784034276104129,18,Tier 2: replicated + pathway,False,0.6559661870522192,False,False
62,FDPS,67.0,2.0,False,63.0,2.0,False,60.0,52.588,False,67.0,2.0,False,69.0,26.983333333333334,False,70.0,0.0,False,69.0,44.62564102564102,False,70.0,0.0,False,0,False,0.0,,9606.ENSP00000349078,mapped,yes,66.0,2,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",35,False,0.6566887923274999,52,Tier 2: replicated + pathway,False,0.439494018775182,False,False
63,G6PD,56.0,5.0,False,54.0,3.0,False,55.0,62.405,False,53.0,4.0,False,52.0,32.833333333333336,False,37.0,9.917344229844227,False,54.0,52.030769230769224,False,43.0,48.0,False,0,False,0.0,,9606.ENSP00000377192,mapped,yes,51.0,4,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",37,False,0.6566887923274999,28,Tier 2: replicated + pathway,False,0.558416182364583,False,False
64,GATA2,68.0,2.0,False,64.0,2.0,False,61.0,51.921,False,68.0,2.0,False,68.0,28.116666666666667,False,71.0,0.0,False,67.0,46.96410256410256,False,71.0,0.0,False,0,False,0.0,,9606.ENSP00000345681,mapped,yes,69.0,2,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",54,False,0.49284882632187943,25,Tier 2: replicated + pathway,False,0.5788396330816882,False,False
65,GJB2,,,,,,,,,,,,,,,,,,,,,,,,,0,False,0.0,MCC;MNC;EPC;Degree;Closeness;Betweenness;Radiality;Stress,9606.ENSP00000372295,mapped,yes,83.0,0,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",67,False,0.47323651009483314,86,Tier 4: other,False,0.12131268887276805,False,False
66,GPX1,,,,,,,,,,,,,,,,,,,,,,,,,0,False,0.0,MCC;MNC;EPC;Degree;Closeness;Betweenness;Radiality;Stress,,unmapped,no,,0,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",43,False,0.57860808533779,92,"Tier 2b: replicated, no representative pathway",False,0.0,False,False
67,GRN,,,,,,,,,,,,,,,,,,,,,,,,,0,False,0.0,MCC;MNC;EPC;Degree;Closeness;Betweenness;Radiality;Stress,9606.ENSP00000053867,mapped,yes,84.0,0,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",47,False,0.57860808533779,58,Tier 2: replicated + pathway,False,0.4093244146724204,False,False
68,GSR,57.0,4.0,False,55.0,3.0,False,58.0,58.429,False,58.0,3.0,False,67.0,28.4,False,59.0,0.5221590909090909,False,68.0,46.57435897435897,False,60.0,4.0,False,0,False,0.0,,9606.ENSP00000221130,mapped,yes,57.0,3,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",45,False,0.57860808533779,72,Tier 4: other,False,0.2626638292829825,False,False
69,GUCY2C,,,,,,,,,,,,,,,,,,,,,,,,,0,False,0.0,MCC;MNC;EPC;Degree;Closeness;Betweenness;Radiality;Stress,9606.ENSP00000261170,mapped,yes,85.0,0,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",62,False,0.49284882632187943,84,Tier 2: replicated + pathway,False,0.14259586508960095,False,False
70,HMGCR,44.0,51.0,False,43.0,6.0,False,43.0,67.415,False,41.0,7.0,False,53.0,32.78333333333333,False,31.0,19.66762595531864,False,61.0,50.86153846153846,False,34.0,112.0,False,0,False,0.0,,9606.ENSP00000287936,mapped,yes,41.0,7,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",59,False,0.49284882632187943,53,Tier 2: replicated + pathway,False,0.4343373629359085,False,False
71,HSPA9,69.0,2.0,False,65.0,2.0,False,67.0,50.15,False,69.0,2.0,False,55.0,32.583333333333336,False,72.0,0.0,False,51.0,52.61538461538462,False,72.0,0.0,False,0,False,0.0,,9606.ENSP00000297185,mapped,yes,68.0,2,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",22,False,0.7675856925125105,54,Tier 2: replicated + pathway,False,0.42983166259822325,False,False
72,INHBA,,,,,,,,,,,,,,,,,,,,,,,,,0,False,0.0,MCC;MNC;EPC;Degree;Closeness;Betweenness;Radiality;Stress,9606.ENSP00000242208,mapped,yes,86.0,0,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",3,True,0.913287219706549,73,Tier 2: replicated + pathway,False,0.2617853483756729,True,False
73,LDLR,,,,,,,,,,,,,,,,,,,,,,,,,0,False,0.0,MCC;MNC;EPC;Degree;Closeness;Betweenness;Radiality;Stress,9606.ENSP00000454071,mapped,yes,87.0,0,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",51,False,0.5763931925507815,60,Tier 2: replicated + pathway,False,0.40339016135587047,False,False
74,LEPR,39.0,132.0,False,39.0,7.0,False,40.0,67.532,False,42.0,7.0,False,40.0,36.333333333333336,False,50.0,2.1543941320257107,False,34.0,55.343589743589746,False,45.0,34.0,False,0,False,0.0,,9606.ENSP00000330393,mapped,yes,43.0,7,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",39,False,0.6557555554451481,17,Tier 2: replicated + pathway,False,0.657987715200491,False,False
75,MIR143,,,,,,,,,,,,,,,,,,,,,,,,,0,False,0.0,MCC;MNC;EPC;Degree;Closeness;Betweenness;Radiality;Stress,9606.ENSP00000257940,mapped,yes,88.0,0,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",91,False,0.23736954635986213,97,Tier 4: other,False,0.0,False,False
76,MKI67,76.0,1.0,False,75.0,1.0,False,77.0,1.5,False,76.0,1.0,False,77.0,1.0,False,74.0,0.0,False,77.0,0.07692307692307693,False,74.0,0.0,False,0,False,0.0,,9606.ENSP00000357643,mapped,yes,74.0,1,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",13,True,0.8340076024344198,77,Tier 2: replicated + pathway,False,0.22316827721358934,True,False
77,MMP2,29.0,1688.0,False,31.0,10.0,False,32.0,68.203,False,32.0,10.0,False,29.0,38.5,False,30.0,24.91461355408725,False,30.0,56.51282051282051,False,28.0,169.0,False,0,False,0.0,,9606.ENSP00000219070,mapped,yes,31.0,10,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",92,False,0.23736954635986213,93,Tier 4: other,False,0.0,False,False
78,MUC2,,,,,,,,,,,,,,,,,,,,,,,,,0,False,0.0,MCC;MNC;EPC;Degree;Closeness;Betweenness;Radiality;Stress,9606.ENSP00000494061,mapped,yes,89.0,0,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",38,False,0.6557555554451481,85,Tier 4: other,False,0.12683434716867442,False,False
79,NLRP3,32.0,722.0,False,44.0,6.0,False,34.0,68.192,False,37.0,8.0,False,34.0,37.03333333333333,False,36.0,10.799384497081864,False,35.0,55.343589743589746,False,38.0,76.0,False,0,False,0.0,,9606.ENSP00000337383,mapped,yes,36.0,8,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",56,False,0.49284882632187943,24,Tier 2: replicated + pathway,False,0.5838048762194332,False,False
80,NR1I2,70.0,2.0,False,76.0,1.0,False,69.0,39.776,False,70.0,2.0,False,73.0,25.28333333333333,False,26.0,32.20893394497489,False,73.0,41.312820512820515,False,30.0,161.0,False,0,False,0.0,,9606.ENSP00000336528,mapped,yes,60.0,2,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",76,False,0.37706044593587273,81,Tier 4: other,False,0.18621044616714935,False,False
81,NR4A1,54.0,6.0,False,56.0,3.0,False,50.0,65.34,False,50.0,5.0,False,49.0,34.916666666666664,False,32.0,17.46818129636802,False,42.0,54.369230769230775,False,35.0,112.0,False,0,False,0.0,,9606.ENSP00000440864,mapped,yes,50.0,5,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",77,False,0.37706044593587273,40,Tier 2: replicated + pathway,False,0.49862703233947747,False,False
82,PGR,37.0,240.0,False,45.0,6.0,False,45.0,67.205,False,48.0,6.0,False,44.0,35.583333333333336,False,58.0,0.5630541871921182,False,38.0,54.95384615384616,False,58.0,7.0,False,0,False,0.0,,9606.ENSP00000325120,mapped,yes,47.0,6,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",21,False,0.7675856925125105,50,Tier 2: replicated + pathway,False,0.44914883013589424,False,False
83,PPARD,52.0,8.0,False,52.0,4.0,False,51.0,64.217,False,54.0,4.0,False,59.0,31.78333333333333,False,55.0,0.9408648309964099,False,62.0,50.86153846153846,False,54.0,11.0,False,0,False,0.0,,9606.ENSP00000310928,mapped,yes,52.0,4,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",33,False,0.7291405886365134,44,Tier 2: replicated + pathway,False,0.4842606005154788,False,False
84,RBFOX1,,,,,,,,,,,,,,,,,,,,,,,,,0,False,0.0,MCC;MNC;EPC;Degree;Closeness;Betweenness;Radiality;Stress,9606.ENSP00000391269,mapped,yes,90.0,0,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",23,False,0.7675856925125105,88,Tier 4: other,False,0.10408355340479643,False,False
85,RYR1,,,,,,,,,,,,,,,,,,,,,,,,,0,False,0.0,MCC;MNC;EPC;Degree;Closeness;Betweenness;Radiality;Stress,9606.ENSP00000352608,mapped,yes,91.0,0,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",48,False,0.57860808533779,79,Tier 2: replicated + pathway,False,0.20816710680959286,False,False
86,SIRT3,77.0,1.0,False,77.0,1.0,False,74.0,32.474,False,77.0,1.0,False,63.0,30.25,False,75.0,0.0,False,63.0,50.08205128205128,False,75.0,0.0,False,0,False,0.0,,9606.ENSP00000372191,mapped,yes,78.0,1,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",78,False,0.37706044593587273,78,Tier 2: replicated + pathway,False,0.21506104474282,False,False
87,SLC2A1,53.0,8.0,False,53.0,4.0,False,52.0,64.123,False,55.0,4.0,False,45.0,35.5,False,48.0,2.9257052298323645,False,36.0,55.343589743589746,False,47.0,31.0,False,0,False,0.0,,9606.ENSP00000416293,mapped,yes,53.0,4,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",32,False,0.7291405886365134,19,Tier 2: replicated + pathway,False,0.6541831514259003,False,False
88,SLC2A3,,,,,,,,,,,,,,,,,,,,,,,,,0,False,0.0,MCC;MNC;EPC;Degree;Closeness;Betweenness;Radiality;Stress,9606.ENSP00000075120,mapped,yes,92.0,0,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",63,False,0.47323651009483314,90,Tier 4: other,False,0.09852595159848548,False,False
89,SORBS1,,,,,,,,,,,,,,,,,,,,,,,,,0,False,0.0,MCC;MNC;EPC;Degree;Closeness;Betweenness;Radiality;Stress,9606.ENSP00000360293,mapped,yes,93.0,0,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",41,False,0.6557555554451481,82,Tier 2: replicated + pathway,False,0.17626891702418046,False,False
90,SQSTM1,46.0,38.0,False,41.0,7.0,False,37.0,67.791,False,44.0,7.0,False,46.0,35.25,False,43.0,4.141654456654456,False,47.0,53.97948717948718,False,46.0,32.0,False,0,False,0.0,,9606.ENSP00000374455,mapped,yes,38.0,7,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",94,False,0.23736954635986213,47,Tier 4: other,False,0.4544427046336342,False,False
91,TIMP2,55.0,6.0,False,57.0,3.0,False,56.0,61.216,False,59.0,3.0,False,57.0,32.4,False,76.0,0.0,False,56.0,51.641025641025635,False,76.0,0.0,False,0,False,0.0,,9606.ENSP00000262768,mapped,yes,56.0,3,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",50,False,0.57860808533779,68,Tier 2: replicated + pathway,False,0.3501454616634426,False,False
92,TNC,,,,,,,,,,,,,,,,,,,,,,,,,0,False,0.0,MCC;MNC;EPC;Degree;Closeness;Betweenness;Radiality;Stress,9606.ENSP00000265131,mapped,yes,94.0,0,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",95,False,0.23736954635986213,87,Tier 4: other,False,0.11771029312976386,False,False
93,TPM1,,,,,,,,,,,,,,,,,,,,,,,,,0,False,0.0,MCC;MNC;EPC;Degree;Closeness;Betweenness;Radiality;Stress,9606.ENSP00000351022,mapped,yes,95.0,0,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",26,False,0.7291405886365134,83,Tier 2: replicated + pathway,False,0.1652223421673622,False,False
94,TXN,50.0,12.0,False,49.0,5.0,False,46.0,67.031,False,45.0,7.0,False,36.0,36.75,False,28.0,27.68451875427863,False,33.0,55.733333333333334,False,29.0,169.0,False,0,False,0.0,,9606.ENSP00000363641,mapped,yes,42.0,7,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",66,False,0.47323651009483314,56,Tier 2: replicated + pathway,False,0.4212516248366647,False,False
95,UBE2C,78.0,1.0,False,78.0,1.0,False,78.0,1.5,False,78.0,1.0,False,78.0,1.0,False,77.0,0.0,False,78.0,0.07692307692307693,False,77.0,0.0,False,0,False,0.0,,9606.ENSP00000348838,mapped,yes,75.0,1,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",5,True,0.913287219706549,69,Tier 2: replicated + pathway,False,0.3111453388930218,True,False
96,VEGFA,71.0,2.0,False,66.0,2.0,False,59.0,53.542,False,71.0,2.0,False,65.0,28.566666666666666,False,78.0,0.0,False,66.0,47.15897435897436,False,78.0,0.0,False,0,False,0.0,,9606.ENSP00000352798,mapped,yes,63.0,2,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",6,True,0.913287219706549,91,"Tier 2b: replicated, no representative pathway",False,0.0,True,False
97,WNT4,,,,,,,,,,,,,,,,,,,,,,,,,0,False,0.0,MCC;MNC;EPC;Degree;Closeness;Betweenness;Radiality;Stress,9606.ENSP00000290167,mapped,yes,96.0,0,False,"MCC,MNC,EPC,Degree,Closeness,Betweenness,Radiality,Stress",75,False,0.37706044593587273,89,Tier 2: replicated + pathway,False,0.10282941257654495,False,False
